FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,YR,NODEID,nodeX,nodeY,STREET1,STREET2
510,1,510,1,1,0,0,2014,18688,992354.7735,185145.5097,FLATBUSH AVENUE,GRAND ARMY PLAZA OVAL
511,1,511,1,0,0,1,2014,32545,1026173.435,190024.3713,ATLANTIC AVENUE,WOODHAVEN BOULEVARD
512,1,512,1,1,0,0,2014,17008,997411.0166,157603.1215,EAST 19 STREET,AVENUE U
513,1,513,1,1,0,0,2014,17337,992846.0589,161245.2763,EAST 5 STREET,AVENUE P
514,1,514,1,1,0,0,2014,4449,944104.9799,137455.7937,HYLAN BOULEVARD,CLEVELAND AVENUE
515,1,515,1,1,0,0,2014,23362,991531.9569,228764.7125,WEST END AVENUE,WEST 95 STREET
516,1,516,1,0,0,1,2014,47421,1014347.18,235987.3453,TIFFANY STREET,BURNETT PLACE
517,1,517,1,1,0,0,2014,48836,1013073.4,254151.8097,GRAND CONCOURSE,EAST 192 STREET
518,1,518,1,0,1,0,2014,23974,995178.8065,230725.8503,WEST 108 STREET,MANHATTAN AVENUE
519,1,519,1,1,0,0,2014,57362,1030592.747,247851.4978,WESTCHESTER AVENUE,EDISON AVENUE
520,1,520,1,0,0,1,2014,26327,1005082.412,174171.8509,CLARENDON ROAD,KINGS HIGHWAY
521,1,521,1,0,1,0,2014,23740,998862.313,227441.9034,EAST 104 STREET,LEXINGTON AVENUE
522,1,522,2,2,0,0,2014,23415,992062.5795,228790.9755,BROADWAY,WEST 96 STREET
523,1,523,1,0,0,1,2014,34878,1035215.185,193125.7693,ATLANTIC AVENUE,133 STREET
524,1,524,1,1,0,0,2014,36093,1048983.553,178289.2508,RAMP,ROCKAWAY BOULEVARD
525,1,525,1,0,0,1,2014,18971,997290.0392,186556.6387,ATLANTIC AVENUE,BEDFORD AVENUE
526,1,526,1,0,0,1,2014,17012,997625.0779,158472.6867,OCEAN AVENUE,AVENUE T
527,1,527,1,1,0,0,2014,23718,998511.8543,224300.3251,2 AVENUE,EAST 93 STREET
528,1,528,1,1,0,0,2014,25859,1007160.948,165720.9101,RALPH AVENUE,AVENUE M
529,1,529,1,0,0,1,2014,49521,1012861.864,269499.0719,BROADWAY,WEST 259 STREET
530,1,530,1,1,0,0,2014,46835,1018987.485,212041.7544,92 STREET,ROOSEVELT AVENUE
531,1,531,1,0,0,1,2014,27275,1009448.591,185083.8497,EASTERN PARKWAY,DEAN STREET
532,1,532,1,0,0,1,2014,13293,982428.7241,163062.6283,81 STREET,15 AVENUE
533,1,533,1,1,0,0,2014,15945,988494.0237,190381.0504,LIVINGSTON STREET,ELM PLACE
534,1,534,1,0,0,1,2014,28926,1015905.736,171091.5683,EAST 102 STREET,SEAVIEW AVENUE
535,1,535,1,1,0,0,2014,23722,998281.3922,225347.9673,EAST 96 STREET,3 AVENUE
536,1,536,1,0,0,1,2014,7208,950973.8703,149084.3298,RICHMOND ROAD,NEW DORP LANE
537,1,537,1,0,1,0,2014,55648,1033274.842,217550.5029,PARSONS BOULEVARD,37 AVENUE
538,1,538,1,1,0,0,2014,48195,1015805.067,244155.5439,EAST 174 STREET,VYSE AVENUE
539,1,539,1,0,1,0,2014,24276,999342.3711,233575.1031,WEST 125 STREET,LENOX AVENUE
540,1,540,1,0,0,1,2014,31225,1020679.043,183428.0922,DUMONT AVENUE,CRESCENT STREET
541,1,541,1,0,1,0,2014,20960,989431.256,201850.7282,AVENUE C,PITT STREET
542,1,542,2,0,0,2,2014,26197,1003855.639,173231.1309,UTICA AVENUE,AVENUE D
543,1,543,1,1,0,0,2014,46538,1014332.862,211390.9651,74 STREET,ROOSEVELT AVENUE
544,1,544,1,0,1,0,2014,17261,991860.9559,160304.3825,MC DONALD AVENUE,QUENTIN ROAD
545,1,545,1,1,0,0,2014,24083,996996.5096,233056.6527,FREDERICK DOUGLASS BOULEVARD,WEST 119 STREET
546,1,546,1,1,0,0,2014,31405,1022165.173,185345.0237,FORBELL STREET,NORTH CONDUIT AVENUE
547,1,547,1,1,0,0,2014,59189,1041749.444,211011.9927,PECK AVENUE,UTOPIA PARKWAY
548,1,548,1,0,0,1,2014,31783,1026935.169,188600.9785,101 AVENUE,WOODHAVEN BOULEVARD
549,1,549,1,0,1,0,2014,18774,994760.9662,183084.7103,WASHINGTON AVENUE,CLASSON AVENUE
550,1,550,1,0,0,1,2014,10195,966200.4826,159815.3025,SCHOOL ROAD,LILY POND AVENUE
551,1,551,1,1,0,0,2014,62816,1064332.397,207826.9499,HILLSIDE AVENUE,257 STREET
552,1,552,1,0,1,0,2014,27475,1002212.329,193214.0893,BROADWAY,JEFFERSON STREET
553,1,553,1,1,0,0,2014,20736,986156.7711,207673.0854,EAST 15 STREET,5 AVENUE
554,1,554,1,1,0,0,2014,18944,997851.3012,181158.6446,EMPIRE BOULEVARD,NOSTRAND AVENUE
555,1,555,1,1,0,0,2014,50386,1027454.04,202471.1765,70 ROAD,108 STREET
556,1,556,1,0,0,1,2014,48849,1013442.519,256523.3341,PAUL AVENUE,JEROME AVENUE
557,1,557,2,0,0,2,2014,25714,1005769.025,161455.8005,FLATBUSH AVENUE,AVENUE U
558,1,558,1,0,0,1,2014,2097,932512.359,130237.5801,HUGUENOT AVENUE,HYLAN BOULEVARD
559,1,559,1,1,0,0,2014,34078,1036870.11,182368.6881,130 STREET,NORTH CONDUIT AVENUE
560,1,560,1,0,0,1,2014,37727,1048949.019,195607.5061,LIBERTY AVENUE,109 ROAD
561,1,561,1,1,0,0,2014,20565,984961.1698,209477.0188,WEST 19 STREET,7 AVENUE
562,1,562,1,1,0,0,2014,56770,1039821.626,224607.2962,17 AVENUE,WILLETS POINT BOULEVARD
563,1,563,1,1,0,0,2014,27335,1000160.916,195681.7448,GRAHAM AVENUE,MOORE STREET
564,1,564,1,1,0,0,2014,23490,994740.1165,222113.4597,MADISON AVENUE,EAST 79 STREET
565,1,565,1,1,0,0,2014,18423,998412.9831,174319.3706,NOSTRAND AVENUE,BEVERLY ROAD
566,1,566,1,1,0,0,2014,50958,1023153.514,213398.8577,38 AVENUE,108 STREET
567,1,567,1,1,0,0,2014,12789,984988.9126,157344.9068,BAY PARKWAY,BATH AVENUE
568,1,568,1,1,0,0,2014,45436,1013451.899,203918.6703,GRAND AVENUE,69 PLACE
569,1,569,1,0,0,1,2014,28716,1011240.198,176192.7786,EAST 101 STREET,FOSTER AVENUE
570,1,570,1,1,0,0,2014,19952,999799.6995,198551.6604,GRAHAM AVENUE,GRAND STREET
571,1,571,1,1,0,0,2014,27134,1007465.527,186511.4456,SARATOGA AVENUE,FULTON STREET
572,1,572,1,1,0,0,2014,39608,1050144.171,191359.0635,LINDEN BOULEVARD,FARMERS BOULEVARD
573,1,573,1,0,0,1,2014,61443,1057623.394,201155.061,JAMAICA AVENUE,SPRINGFIELD BOULEVARD
574,1,574,1,0,0,1,2014,30345,1016784.927,191528.0327,JACKIE ROBINSON PKWY ET 3 WB,CYPRESS HILLS STREET
575,1,575,1,1,0,0,2014,17474,994422.23,163414.0741,AVENUE N,CONEY ISLAND AVENUE
576,1,576,1,1,0,0,2014,17419,993892.8806,165115.4717,EAST 10 STREET,AVENUE L
577,1,577,1,1,0,0,2014,26193,1003925.232,172378.9479,UTICA AVENUE,FOSTER AVENUE
578,1,578,1,1,0,0,2014,18977,997142.674,187525.8953,HALSEY STREET,BEDFORD AVENUE
579,1,579,1,1,0,0,2014,16046,989387.9156,190637.5249,DEKALB AVENUE,FLATBUSH AVENUE EXTENSION
580,1,580,1,1,0,0,2014,34701,1033663.952,195048.505,JAMAICA AVENUE,131 STREET
581,1,581,1,1,0,0,2014,29830,1019873.304,187658.5657,ATLANTIC AVENUE,CRESCENT STREET
582,1,582,1,0,0,1,2014,23665,997839.1638,225592.6407,EAST 96 STREET,LEXINGTON AVENUE
583,1,583,1,1,0,0,2014,13277,982476.9917,160043.1199,RUTHERFORD PLACE,BAY 16 STREET
584,1,584,1,0,0,1,2013,3700,934987.2065,164627.5432,STATEN ISLAND EXPWY ET 5 EB,WEST SHORE EXPRESSWAY
585,1,585,2,2,0,0,2013,5555,944484.8774,155832.2688,FIELD STREET,FOREST HILL ROAD
586,1,586,1,0,0,1,2013,12477,983432.1145,148185.1059,ATLANTIC AVENUE,SURF AVENUE
587,1,587,1,1,0,0,2013,20940,988861.1916,209393.5019,LEXINGTON AVENUE,EAST 26 STREET
588,1,588,1,1,0,0,2013,18574,990502.1755,188495.9229,FLATBUSH AVENUE,ATLANTIC AVENUE
589,1,589,1,0,0,1,2013,23612,996047.9452,226906.9176,97 ST TRANSVERSE,EAST DRIVE
590,1,590,1,0,0,1,2013,23806,999740.9726,224442.664,F D R DRIVE,FDR DRIVE NB ENTRANCE YORK AVE
591,1,591,2,2,0,0,2013,43036,1007722.695,232006.9698,RFK BRIDGE BRONX ENTRANCE RAMP,BRUCKNER BOULEVARD
592,1,592,1,1,0,0,2013,44119,1007944.827,247098.7729,CROSS BRONX EXPWY ET 2 A EB,JEROME AVENUE
593,1,593,1,1,0,0,2013,47762,1010368.353,245269.1079,CLAY AVENUE,CLAREMONT PARKWAY
594,1,594,1,1,0,0,2013,57324,1030672.298,243633.1765,EAST TREMONT AVENUE,PURITAN AVENUE
595,1,595,1,1,0,0,2013,56193,1032521.683,224115.8208,WHITESTONE EXPRESSWAY SR WEST,20 AVENUE
596,1,596,1,0,0,1,2013,36070,1046802.859,179425.8331,OLD ROCKAWAY BOULEVARD,FARMERS BOULEVARD
597,1,597,1,1,0,0,2013,68917,1065194.635,212362.0327,265 STREET,UNION TURNPIKE
598,1,598,1,1,0,0,2013,10536,961906.6959,164184.0234,PARK HILL AVENUE,OSGOOD AVENUE
599,1,599,1,0,0,1,2013,21718,989480.9114,221349.3175,COLUMBUS AVENUE,WEST 67 STREET
600,1,600,1,1,0,0,2013,43460,1001427.928,244767.8921,AMSTERDAM AVENUE,WEST 166 STREET
601,1,601,1,0,1,0,2013,22291,998510.1828,200765.4118,MEEKER AVENUE,FROST STREET
602,1,602,2,1,0,1,2013,41694,1006263.787,210117.818,QUEENS BOULEVARD,44 STREET
603,1,603,1,1,0,0,2013,11743,976716.5607,167259.4798,82 STREET,4 AVENUE
604,1,604,1,1,0,0,2013,37493,1045092.364,197451.7193,JAMAICA AVENUE,180 STREET
605,1,605,1,1,0,0,2013,32388,1023157.382,199211.2293,COOPER AVENUE,TROTTING COURSE LANE
606,1,606,1,0,0,1,2013,18493,999371.0455,175787.5858,EAST 34 STREET,SNYDER AVENUE
607,1,607,1,1,0,0,2013,54463,1026071.113,263801.0555,EAST 233 STREET,PAULDING AVENUE
608,1,608,1,0,1,0,2013,31084,1026464.612,178420.7367,160 AVENUE,84 STREET
609,1,609,1,0,0,1,2013,12064,977022.7576,170895.109,BAY RIDGE AVENUE,3 AVENUE
610,1,610,1,1,0,0,2013,61828,1053197.117,212735.9427,CLOVERDALE BOULEVARD,HORACE HARDING EXPRESSWAY SR S
611,1,611,1,1,0,0,2013,41365,1001634.502,210770.753,30 STREET,THOMSON AVENUE
612,1,612,1,0,0,1,2013,26288,1004313.007,177549.0948,LINDEN BOULEVARD,EAST 53 STREET
613,1,613,1,1,0,0,2013,47483,1015252.191,236829.4664,COSTER STREET,HUNTS POINT AVENUE
614,1,614,1,1,0,0,2013,24140,997353.9367,231844.2142,ADAM C POWELL BOULEVARD,ST NICHOLAS AVENUE
615,1,615,1,0,0,1,2013,26204,1003786.876,174068.4455,CLARENDON ROAD,UTICA AVENUE
616,1,616,1,1,0,0,2013,48735,1012129.605,252133.5693,GRAND CONCOURSE,FIELD PLACE
617,1,617,1,0,0,1,2013,46278,1011943.858,211058.6626,ROOSEVELT AVENUE,64 STREET
618,1,618,1,1,0,0,2013,6875,942229.3898,171378.3653,SIMONSON AVENUE,RICHMOND TERRACE
619,1,619,1,1,0,0,2013,57936,1031384.612,259299.0533,DREISER LOOP,CO-OP CITY BOULEVARD
620,1,620,1,1,0,0,2013,8273,958128.2455,150009.2948,JEFFERSON AVENUE,MASON AVENUE
621,1,621,1,1,0,0,2013,47259,1011681.217,234917.9643,BRUCKNER BOULEVARD,AUSTIN PLACE
622,1,622,1,1,0,0,2013,21523,989808.6601,214264.9583,WEST 44 STREET,EAST 44 STREET
623,1,623,1,1,0,0,2013,43327,1000029.443,242245.0494,AMSTERDAM AVENUE,WEST 155 STREET
624,1,624,1,1,0,0,2013,39115,1054525.635,181409.9335,LANSING AVENUE,230 PLACE
625,1,625,1,1,0,0,2013,13286,982672.5688,161186.0471,BAY 14 STREET,86 STREET
626,1,626,1,0,0,1,2013,26338,1005296.109,175438.4067,EAST 56 STREET,KINGS HIGHWAY
627,1,627,1,1,0,0,2013,37030,1040143.194,195368.1201,160 STREET,ARCHER AVENUE
628,1,628,1,1,0,0,2013,51856,1028736.406,225532.6979,14 AVENUE,129 STREET
629,1,629,1,0,0,1,2013,31402,1022787.087,184870.5598,SOUTH CONDUIT AVENUE,RUBY STREET
630,1,630,1,1,0,0,2013,48752,1012700.552,253506.306,GRAND CONCOURSE,EAST FORDHAM ROAD
631,1,631,1,1,0,0,2013,13800,980577.8357,173285.7535,55 STREET,5 AVENUE
632,1,632,1,1,0,0,2013,20922,988543.3707,207772.2846,EAST 20 STREET,3 AVENUE
633,1,633,1,1,0,0,2013,58745,1043392.882,209173.0922,HORACE HARDING EXPRESSWAY SR S,188 STREET
634,1,634,1,0,0,1,2013,54450,1026099.006,261375.4894,EAST 225 STREET,EAST 226 DRIVE
635,1,635,1,1,0,0,2013,20889,988733.885,202128.9695,AVENUE B,CLINTON STREET
636,1,636,1,1,0,0,2013,49668,1019524.013,265828.6039,EAST 233 STREET,ONEIDA AVENUE
637,1,637,1,0,0,1,2013,21164,983518.7941,216222.6089,12 AVENUE,WEST 39 STREET
638,1,638,1,1,0,0,2013,48683,1011917.666,255535.5838,WEST KINGSBRIDGE ROAD,AQUEDUCT AVENUE WEST
639,1,639,1,1,0,0,2013,59776,1047178.084,212689.4139,206 STREET,53 AVENUE
640,1,640,1,1,0,0,2013,50385,1027497.921,202160.4291,71 AVENUE,QUEENS BOULEVARD
641,1,641,1,1,0,0,2013,48736,1012233.208,252362.555,EAST 184 STREET,GRAND CONCOURSE
642,1,642,1,0,0,1,2013,59876,1048490.841,213821.1895,212 STREET,50 AVENUE
643,1,643,1,0,1,0,2013,15833,987494.5473,190614.6884,SCHERMERHORN STREET,SMITH STREET
644,1,644,1,1,0,0,2013,46822,1018351.683,211951.6135,CASE STREET,ROOSEVELT AVENUE
645,1,645,1,1,0,0,2013,24020,995794.0743,236458.0235,WEST 125 STREET,BROADWAY
646,1,646,1,0,1,0,2013,13530,985266.996,168236.1413,59 STREET,NEW UTRECHT AVENUE
647,1,647,1,1,0,0,2013,20364,983346.465,201729.3476,CANAL STREET,GREENE STREET
648,1,648,3,0,0,3,2013,19397,993711.9853,195457.6246,KENT AVENUE,WILSON STREET
649,1,649,1,0,0,1,2013,7872,953596.2959,156179.4301,WHITLOCK AVENUE,CIRCLE ROAD
650,1,650,1,0,0,1,2013,26505,1007684.546,176108.0871,AVENUE B,EAST 91 STREET
651,1,651,1,1,0,0,2013,27191,1008780.387,184455.4225,ST MARKS AVENUE,EASTERN PARKWAY
652,1,652,1,1,0,0,2013,7254,951918.8189,144747.6193,HYLAN BOULEVARD,TYSENS LANE
653,1,653,1,0,1,0,2013,18773,994631.5612,183976.7131,WASHINGTON AVENUE,EASTERN PARKWAY
654,1,654,1,1,0,0,2013,46634,1015942.79,213158.1302,35 AVENUE,81 STREET
655,1,655,1,1,0,0,2013,41077,1006595.699,207074.8352,LONG ISLAND EXPWY ET 17 WB,LAUREL HILL BOULEVARD
656,1,656,1,1,0,0,2013,27962,1008918.487,194147.4011,PALMETTO STREET,WYCKOFF AVENUE
657,1,657,1,1,0,0,2013,21868,991233.6015,205162.9001,AVENUE C,EAST 16 STREET
658,1,658,1,1,0,0,2013,13302,982188.2656,165269.8119,BAY RIDGE PARKWAY,13 AVENUE
659,1,659,1,0,0,1,2013,28598,1010857.42,171942.1083,AVENUE J,REMSEN AVENUE
660,1,660,1,0,0,1,2013,48282,1016486.782,243112.3934,WEST FARMS ROAD,EAST 173 STREET
661,1,661,1,0,0,1,2013,41496,1002027.366,219316.2507,31 DRIVE,VERNON BOULEVARD
662,1,662,1,0,0,1,2013,19607,995655.5215,197787.7314,HAVEMEYER STREET,WILLIAMSBURG BRIDGE ET S 5 ST
663,1,663,1,0,0,1,2013,29685,1017209.234,187534.2877,ARLINGTON AVENUE,HIGHLAND PLACE
664,1,664,1,0,0,1,2013,39307,1056824.538,189664.6378,226 STREET,FRANCIS LEWIS BOULEVARD
665,1,665,1,1,0,0,2013,28670,1011867.589,170754.2465,REMSEN AVENUE,AVENUE L
666,1,666,1,0,0,1,2013,31195,1029972.434,179718.5852,98 STREET,159 AVENUE
667,1,667,1,1,0,0,2013,19683,996967.9335,196829.6592,HOOPER STREET,BROADWAY
668,1,668,2,2,0,0,2013,45900,1017948.002,207801.4152,QUEENS BOULEVARD,REEDER STREET
669,1,669,1,1,0,0,2013,55569,1032213.111,213476.4235,MAIN STREET,CHERRY AVENUE
670,1,670,1,0,0,1,2013,49393,1011976.295,262275.0611,BROADWAY,WEST 240 STREET
671,1,671,1,1,0,0,2013,36459,1044817.919,182944.3727,137 AVENUE,ROCKAWAY BOULEVARD
672,1,672,1,1,0,0,2013,28036,1009677.071,194275.7503,MADISON STREET,MYRTLE AVENUE
673,1,673,1,0,0,1,2013,21327,985733.081,219801.7025,WEST 55 STREET,12 AVENUE
674,1,674,1,1,0,0,2013,24961,1002769.746,152759.2336,BRAGG STREET,SHORE PARKWAY
675,1,675,1,1,0,0,2013,54540,1027475.995,264626.4275,EDENWALD AVENUE,BAYCHESTER AVENUE
676,1,676,1,1,0,0,2013,41931,1009041.433,217627.6255,28 AVENUE,44 STREET
677,1,677,1,1,0,0,2013,47882,1011526.05,247827.8791,EAST 176 STREET,WEBSTER AVENUE
678,1,678,1,0,0,1,2013,24117,996683.9151,238063.8668,BROADWAY,WEST 135 STREET
679,1,679,1,1,0,0,2013,18622,991375.3762,186923.1866,FLATBUSH AVENUE,ST MARKS AVENUE
680,1,680,1,1,0,0,2013,26215,1003567.865,176728.3484,UTICA AVENUE,CHURCH AVENUE
681,1,681,1,1,0,0,2013,22519,990440.5057,215405.0643,WEST 49 STREET,5 AVENUE
682,1,682,1,1,0,0,2013,38545,1056254.572,171381.7551,1 STREET,ROCKAWAY BOULEVARD
683,1,683,1,1,0,0,2013,40828,1003070.175,209854.6952,33 STREET,47 AVENUE
684,1,684,1,1,0,0,2013,46197,1010967.039,213207.1228,58 STREET,BROADWAY
685,1,685,1,1,0,0,2013,24233,998910.7971,236510.3922,WEST 134 STREET,FREDERICK DOUGLASS BOULEVARD
686,1,686,1,0,0,1,2013,41572,1004713.049,210354.9632,QUEENS BOULEVARD,39 STREET
687,1,687,1,0,0,1,2013,22383,999328.6539,201438.9741,BQE WB ENTRANCE MEEKER AVE,GRAHAM AVENUE
688,1,688,2,0,0,2,2013,42385,1008971.682,224504.7148,24 STREET,20 AVENUE
689,1,689,1,1,0,0,2013,13663,988101.3506,161271.9951,BAY PARKWAY,73 STREET
690,1,690,1,0,1,0,2013,42492,1001127.791,232586.6828,PARK AVENUE,EAST 125 STREET
691,1,691,1,1,0,0,2013,26082,1001981.601,173077.0236,EAST 43 STREET,AVENUE D
692,1,692,1,1,0,0,2013,31622,1024742.182,189488.3324,ATLANTIC AVENUE,88 STREET
693,1,693,1,0,0,1,2013,32360,1023303.32,196841.1651,WOODHAVEN BOULEVARD,78 AVENUE
694,1,694,1,0,0,1,2013,49887,1021065.647,208847.1808,JUNCTION BOULEVARD,CHRISTIE AVENUE
695,1,695,2,0,0,2,2013,48821,1013585.886,252171.9255,EAST 187 STREET,WEBSTER AVENUE
696,1,696,1,1,0,0,2013,55561,1032817.72,211177.1007,BOOTH MEMORIAL AVENUE,141 STREET
697,1,697,1,1,0,0,2013,47939,1012945.864,242976.5505,BOSTON ROAD,PROSPECT AVENUE
698,1,698,1,1,0,0,2013,5202,948906.4139,145039.8727,GUYON AVENUE,NORTH RAILROAD AVENUE
699,1,699,1,1,0,0,2013,46825,1018474.973,211969.061,ROOSEVELT AVENUE,90 STREET
700,1,700,1,1,0,0,2013,21197,984639.4907,212609.6339,9 AVENUE,WEST 29 STREET
701,1,701,1,0,0,1,2013,39796,1052167.454,192090.5053,LINDEN BOULEVARD,197 STREET
702,1,702,1,1,0,0,2013,24227,998456.2377,236459.9822,ST NICHOLAS AVENUE,WEST 133 STREET
703,1,703,1,1,0,0,2013,18248,995432.9136,177854.5403,FLATBUSH AVENUE,WOODRUFF AVENUE
704,1,704,1,1,0,0,2013,52565,1022808.206,241123.2832,WHITE PLAINS ROAD,WATSON AVENUE
705,1,705,1,0,0,1,2013,16210,992658.513,149260.0152,WEST BRIGHTON AVENUE,WEST 1 STREET
706,1,706,1,1,0,0,2013,41375,1001028.591,212748.4788,27 STREET,QUEENS PLAZA NORTH
707,1,707,1,1,0,0,2013,48321,1016401.907,247804.3292,EAST 181 STREET,SOUTHERN BOULEVARD
708,1,708,1,1,0,0,2013,41563,1003679.81,218842.295,21 STREET,31 AVENUE
709,1,709,1,1,0,0,2013,22994,996671.5047,217959.9398,YORK AVENUE,EAST 69 STREET
710,1,710,1,1,0,0,2013,26476,1007389.53,173166.2295,FOSTER AVENUE,EAST 83 STREET
711,1,711,1,0,0,1,2013,55884,1036073.074,218062.9035,NORTHERN BOULEVARD,MURRAY STREET
712,1,712,1,0,0,1,2013,20520,984273.3398,204118.473,WEST BROADWAY,WEST HOUSTON STREET
713,1,713,1,0,0,1,2013,29670,1017395.116,185863.2313,LIBERTY AVENUE,BERRIMAN STREET
714,1,714,1,1,0,0,2013,21353,986169.6779,215373.7488,9 AVENUE,WEST 41 STREET
715,1,715,1,0,0,1,2013,41315,1000801.312,212879.8761,RAMP,QUEENS PLAZA NORTH
716,1,716,1,0,1,0,2013,20927,988029.438,208946.1898,EAST 23 STREET,PARK AVENUE SOUTH
717,1,717,1,1,0,0,2013,28888,1014493.036,174011.1655,AVENUE K,EAST 105 STREET
718,1,718,1,0,1,0,2013,47838,1011117.419,243842.9625,ST PAULS PLACE,3 AVENUE
719,1,719,1,1,0,0,2013,48738,1012384.474,252736.9473,EAST 187 STREET,GRAND CONCOURSE
720,1,720,1,1,0,0,2013,19271,992533.2541,190483.5896,CLERMONT AVENUE,DEKALB AVENUE
721,1,721,1,1,0,0,2013,42863,1004367.889,237508.8449,GRAND CONCOURSE,EAST 149 STREET
722,1,722,1,1,0,0,2013,23710,998004.3061,223386.5411,2 AVENUE,EAST 89 STREET
723,1,723,1,0,0,1,2013,17365,992446.9386,166679.7336,AVENUE J,OCEAN PARKWAY
724,1,724,1,1,0,0,2013,34809,1034798.226,196531.9843,87 AVENUE,138 STREET
725,1,725,1,1,0,0,2013,5678,947095.6209,156564.0724,WALCOTT AVENUE,BRIELLE AVENUE
726,1,726,1,1,0,0,2013,26801,1002590.199,183000.0058,SCHENECTADY AVENUE,EASTERN PARKWAY
727,1,727,1,0,0,1,2013,9434,954335.192,174368.0745,RICHMOND TERRACE,SNUG HARBOR ROAD
728,1,728,1,0,0,1,2013,32486,1025604.289,191151.495,89 AVENUE,WOODHAVEN BOULEVARD
729,1,729,1,1,0,0,2013,46926,1019520.804,214380.0864,JUNCTION BOULEVARD,34 AVENUE
730,1,730,1,1,0,0,2013,19861,998259.7551,196137.9582,BROADWAY,LYNCH STREET
731,1,731,1,1,0,0,2013,23761,999025.1407,220669.5256,EAST 82 STREET,EAST END AVENUE
732,1,732,1,1,0,0,2013,43053,1007965.887,233667.2355,EAST 141 STREET,BEEKMAN AVENUE
733,1,733,1,1,0,0,2013,13545,985628.2387,169614.9607,54 STREET,13 AVENUE
734,1,734,1,1,0,0,2013,43583,1002320.721,247329.8026,WEST 176 STREET,AUDUBON AVENUE
735,1,735,1,0,1,0,2013,23748,998939.5733,228642.3079,EAST 108 STREET,PARK AVENUE
736,1,736,1,1,0,0,2013,54723,1031533.986,204656.2869,JEWEL AVENUE,136 STREET
737,1,737,1,0,0,1,2013,29462,1014821.959,187693.9232,BARBEY STREET,JAMAICA AVENUE
738,1,738,1,1,0,0,2013,34484,1031869.91,190963.021,97 AVENUE,117 STREET
739,1,739,1,0,0,1,2013,28818,1013842.991,171410.049,ROCKAWAY PARKWAY,AVENUE M
740,1,740,1,0,0,1,2013,61272,1054491.577,207442.118,SPRINGFIELD BOULEVARD,UNION TURNPIKE
741,1,741,1,1,0,0,2013,23528,995496.7324,221369.7538,EAST 78 STREET,LEXINGTON AVENUE
742,1,742,1,1,0,0,2013,50823,1021832.841,216610.869,GILLMORE STREET,105 STREET
743,1,743,1,1,0,0,2013,23224,999667.4885,215031.6103,40 AVENUE,10 STREET
744,1,744,1,1,0,0,2013,61139,1052563.641,209850.8566,73 AVENUE,SPRINGFIELD BOULEVARD
745,1,745,1,0,0,1,2013,21191,984139.5803,211708.658,9 AVENUE,WEST 25 STREET
746,1,746,1,1,0,0,2013,53436,1021170.693,252474.8087,CRUGER AVENUE,ASTOR AVENUE
747,1,747,1,0,0,1,2013,25695,1004273.198,168142.7622,AVENUE J,UTICA AVENUE
748,1,748,2,1,0,1,2013,53647,1024526.48,250519.0712,NEILL AVENUE,WILLIAMSBRIDGE ROAD
749,1,749,1,1,0,0,2013,21052,981931.5335,212634.2795,12 AVENUE,WEST 24 STREET
750,1,750,1,1,0,0,2013,43205,1008005.739,239340.5834,EAST 160 STREET,MELROSE AVENUE
751,1,751,1,1,0,0,2013,54549,1027332.403,266080.0335,PITMAN AVENUE,DE REIMER AVENUE
752,1,752,1,0,0,1,2013,38594,1057792.925,176303.6576,255 STREET,CRAFT AVENUE
753,1,753,1,1,0,0,2013,24841,1000629.839,156391.9724,AVENUE W,NOSTRAND AVENUE
754,1,754,1,1,0,0,2013,19593,995768.1656,196950.1347,MARCY AVENUE,DIVISION AVENUE
755,1,755,1,1,0,0,2013,46674,1016090.09,210347.2893,WOODSIDE AVENUE,BROADWAY
756,1,756,1,0,0,1,2013,28722,1011357.639,178210.0613,LINDEN BOULEVARD,CHRISTOPHER AVENUE
757,1,757,1,0,1,0,2013,12180,979537.9034,170710.1029,65 STREET,ERIK PLACE
758,1,758,1,1,0,0,2013,13563,986170.8328,163796.5635,18 AVENUE,70 STREET
759,1,759,1,1,0,0,2013,44084,1007833.062,244417.7779,GRAND CONCOURSE,MARCY PLACE
760,1,760,1,1,0,0,2013,55558,1032441.064,211128.2589,MAIN STREET,57 ROAD
761,1,761,1,0,0,1,2013,26327,1005082.412,174171.8509,CLARENDON ROAD,KINGS HIGHWAY
762,1,762,1,1,0,0,2013,11738,976379.8979,166179.9872,86 STREET,4 AVENUE
763,1,763,1,1,0,0,2013,29802,1019949.842,184443.0836,EUCLID AVENUE,SUTTER AVENUE
764,1,764,1,1,0,0,2013,52076,1023617.282,238012.9978,SEWARD AVENUE,WHITE PLAINS ROAD
765,1,765,1,1,0,0,2013,46931,1019252.57,215025.859,NORTHERN BOULEVARD,JUNCTION BOULEVARD
766,1,766,1,1,0,0,2013,14096,985215.6706,171602.5355,11 AVENUE,49 STREET
767,1,767,1,1,0,0,2013,52002,1022526.025,237026.4115,SOUNDVIEW AVENUE,RANDALL AVENUE
768,1,768,1,0,0,1,2013,26394,1006601.821,172543.0913,RALPH AVENUE,FOSTER AVENUE
769,1,769,1,1,0,0,2013,48841,1013463.08,254827.5009,GRAND CONCOURSE,EAST KINGSBRIDGE ROAD
770,1,770,1,0,0,1,2013,26722,1000510.495,186298.5356,ATLANTIC AVENUE,KINGSTON AVENUE
