FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,YR,NODEID,nodeX,nodeY,STREET1,STREET2
1529,1,1529,1,0,1,0,2009,27424,1001274.267,195792.9028,MOORE STREET,BUSHWICK AVENUE
1530,1,1530,1,1,0,0,2009,61769,1052469.35,212543.4857,224 STREET,HORACE HARDING EXPRESSWAY SR S
1531,1,1531,1,1,0,0,2009,3586,939163.9809,156952.2468,RIVINGTON AVENUE,RICHMOND AVENUE
1532,1,1532,1,0,0,1,2009,9668,961348.6849,149178.8769,SLATER BOULEVARD,FR CAPODANNO BOULEVARD
1533,1,1533,1,0,1,0,2009,45500,1013111.028,208994.838,QUEENS BOULEVARD,69 STREET
1534,1,1534,1,0,0,1,2009,31402,1022787.087,184870.5598,SOUTH CONDUIT AVENUE,RUBY STREET
1535,1,1535,1,0,0,1,2009,48205,1015448.801,245600.5869,EAST 176 STREET,WATERLOO PLACE
1536,1,1536,1,0,0,1,2009,22421,999105.1143,205758.8897,GREENPOINT AVENUE,HUMBOLDT STREET
1537,1,1537,2,0,0,2,2009,37569,1046815.221,195838.2865,DUNKIRK STREET,ARCADE AVENUE
1538,1,1538,1,0,1,0,2009,41483,1002148.749,216665.6231,21 STREET,35 AVENUE
1539,1,1539,1,1,0,0,2009,24210,998037.5443,233078.8078,ADAM C POWELL BOULEVARD,WEST 121 STREET
1540,1,1540,1,1,0,0,2009,43510,1001846.379,248794.616,BROADWAY,WEST 180 STREET
1541,1,1541,1,1,0,0,2009,50879,1022284.867,212503.5741,NATIONAL STREET,103 STREET
1542,1,1542,2,0,0,2,2009,46778,1017446.15,215557.2917,32 AVENUE,88 STREET
1543,1,1543,1,1,0,0,2009,43490,1001215.753,247299.6291,BROADWAY,WEST 174 STREET
1544,1,1544,1,1,0,0,2009,35108,1037195.476,195031.815,JAMAICA AVENUE,146 STREET
1545,1,1545,1,1,0,0,2009,13952,982539.9152,177046.0019,4 AVENUE,39 STREET
1546,1,1546,1,1,0,0,2009,42382,1008180.992,224038.4198,21 AVENUE,23 STREET
1547,1,1547,1,0,1,0,2009,26442,1006068.138,178410.051,EAST 92 STREET,KINGS HIGHWAY
1548,1,1548,1,0,1,0,2009,55693,1034941.226,214295.2437,45 AVENUE,BURLING STREET
1549,1,1549,1,0,0,1,2009,34977,1036546.524,192210.6465,101 AVENUE,VAN WYCK EXPRESSWAY SR EAST
1550,1,1550,1,1,0,0,2009,21503,989420.216,211458.1004,EAST 34 STREET,PARK AVENUE
1551,1,1551,1,1,0,0,2009,27928,1007620.369,199229.6807,METROPOLITAN AVENUE,FLUSHING AVENUE
1552,1,1552,1,0,0,1,2009,41622,1004246.807,219776.3548,21 STREET,30 AVENUE
1553,1,1553,1,0,0,1,2009,39086,1053238.141,188477.1533,131 AVENUE,SPRINGFIELD BOULEVARD
1554,1,1554,1,1,0,0,2009,12902,986583.0695,158084.1343,86 STREET,23 AVENUE
1555,1,1555,1,0,0,1,2009,6805,949515.1265,167771.5753,MANOR ROAD,FOREST AVENUE
1556,1,1556,1,0,0,1,2009,48560,1010372.418,251078.0104,EAST 181 STREET,WEST 181 STREET
1557,1,1557,1,1,0,0,2009,49472,1012806.911,265660.8057,BROADWAY,WEST 251 STREET
1558,1,1558,1,1,0,0,2009,48477,1019194.453,241603.7941,HARROD PLACE,HARROD AVENUE
1559,1,1559,1,1,0,0,2009,60110,1040803.803,228185.5896,9 AVENUE,TOTTEN STREET
1560,1,1560,1,1,0,0,2009,27962,1008918.487,194147.4011,PALMETTO STREET,WYCKOFF AVENUE
1561,1,1561,1,1,0,0,2009,17618,996327.5575,161351.0701,EAST 17 STREET,KINGS HIGHWAY
1562,1,1562,1,1,0,0,2009,37171,1042992.384,191591.4318,110 ROAD,GUY R BREWER BOULEVARD
1563,1,1563,1,1,0,0,2009,14047,984900.0381,171853.2991,FT HAMILTON PARKWAY,49 STREET
1564,1,1564,1,1,0,0,2009,61427,1057052.172,200911.3928,218 STREET,JAMAICA AVENUE
1565,1,1565,1,0,0,1,2009,1977,930599.3511,134005.0562,DRUMGOOLE ROAD EAST,HUGUENOT AVENUE
1566,1,1566,1,1,0,0,2009,31671,1025416.852,185492.3302,SUTTER AVENUE,85 STREET
1567,1,1567,1,1,0,0,2009,21803,990340.0075,205029.4624,AVENUE B,EAST 14 STREET
1568,1,1568,1,1,0,0,2009,52819,1025612.491,241622.6261,WATSON AVENUE,CASTLE HILL AVENUE
1569,1,1569,1,1,0,0,2009,56027,1039155.276,213938.2333,46 AVENUE,165 STREET
1570,1,1570,1,1,0,0,2009,54548,1027072.774,266004.2167,BAYCHESTER AVENUE,PITMAN AVENUE
1571,1,1571,1,0,0,1,2009,27714,1004672.865,199430.8187,METROPOLITAN AVENUE,GARDNER AVENUE
1572,1,1572,1,1,0,0,2009,25712,1005526.699,161252.8747,HENDRICKSON STREET,AVENUE U
1573,1,1573,1,1,0,0,2009,21448,988972.3363,211707.8279,EAST 34 STREET,MADISON AVENUE
1574,1,1574,1,0,0,1,2009,57527,1032439.187,244289.0771,WATERBURY-BAISLEY AVE PED OVPS,BRUCKNER BOULEVARD
1575,1,1575,1,1,0,0,2009,34497,1031706.846,192103.921,ATLANTIC AVENUE,118 STREET
1576,1,1576,1,1,0,0,2009,18622,991375.3762,186923.1866,FLATBUSH AVENUE,ST MARKS AVENUE
1577,1,1577,1,1,0,0,2009,59896,1048146.581,216352.6421,NORTHERN BOULEVARD,BELL BOULEVARD
1578,1,1578,1,0,0,1,2009,27658,1004684.417,193854.1307,HART STREET,CENTRAL AVENUE
1579,1,1579,1,0,0,1,2009,37586,1046898.462,197909.9786,185 STREET,JAMAICA AVENUE
1580,1,1580,1,1,0,0,2009,16924,996882.3399,157524.5784,EAST 17 STREET,AVENUE U
1581,1,1581,1,1,0,0,2009,18378,997413.0081,176655.7238,MARTENSE STREET,ROGERS AVENUE
1582,1,1582,1,1,0,0,2009,13734,989752.6497,161747.4469,WEST 6 STREET,AVENUE O
1583,1,1583,1,1,0,0,2009,27313,1000897.053,191645.4993,DEKALB AVENUE,MARCUS GARVEY BOULEVARD
1584,1,1584,1,1,0,0,2009,24105,996831.2245,236475.5041,AMSTERDAM AVENUE,WEST 130 STREET
1585,1,1585,1,0,0,1,2009,16386,990046.0022,159719.9119,WEST 6 STREET,KINGS HIGHWAY
1586,1,1586,1,1,0,0,2009,18959,997981.4748,183331.3765,NOSTRAND AVENUE,EASTERN PARKWAY
1587,1,1587,1,1,0,0,2009,56894,1034008.613,239662.046,EAST TREMONT AVENUE,SCHLEY AVENUE
1588,1,1588,1,1,0,0,2009,26562,1008916.111,174225.5223,REMSEN AVENUE,FOSTER AVENUE
1589,1,1589,1,1,0,0,2009,20762,987931.0261,200117.5037,GRAND STREET,CLINTON STREET
1590,1,1590,1,1,0,0,2009,13444,984948.4172,166805.8095,64 STREET,NEW UTRECHT AVENUE
1591,1,1591,1,1,0,0,2009,61620,1060004.456,209289.8702,CROSS ISLAND PARKWAY,UNION TURNPIKE
1592,1,1592,1,0,0,1,2009,32258,1022825.407,191537.1767,FOREST PARKWAY,JAMAICA AVENUE
1593,1,1593,1,0,0,1,2009,10107,965090.5508,159481.8415,FINGERBOARD ROAD,NARROWS ROAD NORTH
1594,1,1594,1,1,0,0,2009,44783,1009065.445,257811.261,BROADWAY,BROADWAY BRIDGE
1595,1,1595,1,1,0,0,2009,31892,1028444.864,180691.5521,CROSS BAY BOULEVARD,157 AVENUE
1596,1,1596,1,1,0,0,2009,17928,991740.9197,171027.1987,OCEAN PARKWAY,DITMAS AVENUE
1597,1,1597,1,1,0,0,2009,19661,996126.7377,194201.8101,WALLABOUT STREET,BEDFORD AVENUE
1598,1,1598,1,0,0,1,2009,47363,1013195.256,236528.6175,BRUCKNER BOULEVARD,LONGWOOD AVENUE
1599,1,1599,2,2,0,0,2009,7291,951387.0647,148794.8685,3 STREET,NEW DORP LANE
1600,1,1600,1,1,0,0,2009,55739,1035236.537,211762.9558,KISSENA BOULEVARD,OAK AVENUE
1601,1,1601,1,1,0,0,2009,42849,1004858.141,235097.7375,EAST 140 STREET,3 AVENUE
1602,1,1602,1,1,0,0,2009,24118,996819.8695,238308.7908,BROADWAY,WEST 136 STREET
1603,1,1603,2,0,1,1,2009,18758,993811.1256,189477.8632,WASHINGTON AVENUE,GREENE AVENUE
1604,1,1604,1,1,0,0,2009,33372,1033769.142,163340.7442,CROSS BAY BOULEVARD,EAST 1 ROAD
1605,1,1605,1,0,0,1,2009,48079,1014773.363,240157.5109,WESTCHESTER AVENUE,FAILE STREET
1606,1,1606,1,1,0,0,2009,23110,998836.8734,211836.7348,21 STREET,44 DRIVE
1607,1,1607,1,1,0,0,2009,51000,1024259.407,210588.8899,50 AVENUE,108 STREET
1608,1,1608,1,0,0,1,2009,20789,987841.0952,203483.5599,1 AVENUE,EAST 4 STREET
1609,1,1609,1,1,0,0,2009,23844,999898.4296,229312.8675,EAST 112 STREET,LEXINGTON AVENUE
1610,1,1610,1,0,0,1,2009,31495,1023569.362,184914.001,78 STREET,NORTH CONDUIT AVENUE
1611,1,1611,1,1,0,0,2009,21522,989681.5082,214036.2255,EAST 43 STREET,5 AVENUE
1612,1,1612,1,0,1,0,2009,34508,1031091.946,194334.8679,JAMAICA AVENUE,MYRTLE AVENUE
1613,1,1613,1,1,0,0,2009,24342,998602.1986,241526.5928,BROADWAY,WEST 150 STREET
1614,1,1614,1,1,0,0,2009,29887,1010142.602,194453.1285,PUTNAM AVENUE,CYPRESS AVENUE
1615,1,1615,1,0,0,1,2009,38089,1054484.096,156357.3694,SEAGIRT BOULEVARD,BEACH 13 STREET
1616,1,1616,2,2,0,0,2009,15613,984998.427,199212.2562,CATHERINE STREET,EAST BROADWAY
1617,1,1617,1,1,0,0,2009,21350,986033.6185,215124.6912,9 AVENUE,WEST 40 STREET
1618,1,1618,1,0,0,1,2009,29509,1015425.34,184531.1441,PITKIN AVENUE,BARBEY STREET
1619,1,1619,1,1,0,0,2009,13567,986329.7498,164003.2495,18 AVENUE,BAY RIDGE AVENUE
1620,1,1620,1,0,0,1,2009,9149,958445.7875,169247.3236,FOREST AVENUE,HAVEN ESPLANADE
1621,1,1621,1,1,0,0,2009,26232,1003371.251,179118.862,UTICA AVENUE,WINTHROP STREET
1622,1,1622,1,1,0,0,2009,57575,1032059.42,249626.0054,WILKINSON AVENUE,BRUCKNER BOULEVARD
1623,1,1623,1,1,0,0,2009,25791,1006153.259,164917.2864,AVENUE N,EAST 56 STREET
1624,1,1624,1,1,0,0,2009,26965,1005404.294,181336.2033,ROCKAWAY PARKWAY,RUTLAND ROAD
1625,1,1625,1,1,0,0,2009,21425,987691.3547,218119.803,9 AVENUE,WEST 53 STREET
1626,1,1626,1,1,0,0,2009,20682,986118.2013,202449.8051,BOWERY,PRINCE STREET
1627,1,1627,1,1,0,0,2009,33852,1033939.456,183624.1121,LEFFERTS BOULEVARD,135 AVENUE
1628,1,1628,1,1,0,0,2009,21451,988911.9588,212647.0121,WEST 37 STREET,EAST 37 STREET
1629,1,1629,1,1,0,0,2009,13655,987498.4548,169459.7871,50 STREET,15 AVENUE
1630,1,1630,1,1,0,0,2009,31136,1028727.006,176326.1641,91 STREET,164 AVENUE
1631,1,1631,1,1,0,0,2009,1956,930826.4733,131814.4369,LUTEN AVENUE,DEISIUS STREET
1632,1,1632,1,1,0,0,2009,45502,1013279.974,208956.0684,QUEENS BOULEVARD,45 AVENUE
1633,1,1633,1,0,0,1,2009,15088,989292.8177,189689.7362,SCHERMERHORN STREET,NEVINS STREET
1634,1,1634,1,0,1,0,2009,18164,994743.0659,176014.2258,ST PAULS PLACE,CHURCH AVENUE
1635,1,1635,1,1,0,0,2009,46079,1019382.806,204499.8407,ELIOT AVENUE,85 STREET
1636,1,1636,2,0,0,2,2009,11117,960449.8153,170255.13,CEBRA AVENUE,VICTORY BOULEVARD
1637,1,1637,2,0,0,2,2009,38540,1055964.828,172110.9728,BROOKVILLE BOULEVARD,ROCKAWAY BOULEVARD
1638,1,1638,1,0,0,1,2009,48185,1015529.707,243545.3683,EAST 173 STREET,VYSE AVENUE
1639,1,1639,3,0,0,3,2009,41118,1007122.798,207244.6315,LAUREL HILL BOULEVARD,49 STREET
1640,1,1640,1,1,0,0,2009,14179,987857.6306,171169.4031,14 AVENUE,44 STREET
1641,1,1641,1,1,0,0,2009,50195,1025093.766,204019.7331,QUEENS BOULEVARD,67 ROAD
1642,1,1642,1,0,0,1,2009,7059,948368.9084,172050.0641,RICHMOND TERRACE,HEBERTON AVENUE
1643,1,1643,1,0,0,1,2009,11055,966714.1141,163561.6211,HYLAN BOULEVARD,EDGEWATER STREET
1644,1,1644,1,1,0,0,2009,49299,1010395.784,260251.8303,WEST 232 STREET,KINGSBRIDGE AVENUE
1645,1,1645,1,1,0,0,2009,26518,1007424.572,178959.6103,ROCKAWAY PARKWAY,WILLMOHR STREET
1646,1,1646,1,1,0,0,2009,14220,988386.3762,173383.421,36 STREET,CLARA STREET
1647,1,1647,1,1,0,0,2009,43602,1002828.102,248247.7175,AUDUBON AVENUE,WEST 180 STREET
1648,1,1648,1,1,0,0,2009,21412,987466.2501,215860.9102,8 AVENUE,WEST 45 STREET
1649,1,1649,1,1,0,0,2009,11750,976959.8574,168045.643,79 STREET,4 AVENUE
1650,1,1650,1,0,0,1,2009,44477,1005164.826,254562.6491,VERMILYEA AVENUE,ACADEMY STREET
1651,1,1651,1,1,0,0,2009,43301,1009556.337,239628.634,BOSTON ROAD,3 AVENUE
1652,1,1652,1,0,0,1,2009,23358,991938.7805,227642.2836,AMSTERDAM AVENUE,WEST 92 STREET
1653,1,1653,1,1,0,0,2009,29819,1019462.73,186386.3307,SOUTH CONDUIT AVENUE,EUCLID AVENUE
1654,1,1654,1,1,0,0,2009,44441,1004230.104,253672.8543,SHERMAN AVENUE,ARDEN STREET
1655,1,1655,1,1,0,0,2009,31862,1027341.084,187164.5804,LIBERTY AVENUE,CROSS BAY BOULEVARD
1656,1,1656,1,1,0,0,2009,58566,1041384.644,205756.7244,JEWEL AVENUE,UTOPIA PARKWAY
1657,1,1657,1,1,0,0,2009,13869,981568.2829,175822.8285,45 STREET,4 AVENUE
1658,1,1658,1,1,0,0,2009,18410,998566.8411,172445.2831,NOSTRAND AVENUE,NEWKIRK AVENUE
1659,1,1659,1,1,0,0,2009,13154,989460.3209,158177.9695,AVENUE S,WEST 9 STREET
1660,1,1660,1,0,0,1,2009,46423,1012769.158,216895.0318,25 AVENUE,BOODY STREET
1661,1,1661,1,1,0,0,2009,22144,996829.9154,206085.3129,MANHATTAN AVENUE,INDIA STREET
1662,1,1662,1,0,0,1,2009,5869,940000.0015,167536.9629,BRUCKNER AVENUE,FOREST AVENUE
1663,1,1663,1,1,0,0,2009,12544,986828.84,148294.4102,SURF AVENUE,WEST 24 STREET
1664,1,1664,1,1,0,0,2009,20466,983550.612,208788.4571,8 AVENUE,WEST 14 STREET
1665,1,1665,1,1,0,0,2009,24835,1000971.056,154076.8064,AVENUE Z,NOSTRAND AVENUE
1666,1,1666,1,1,0,0,2009,27029,1006949.111,180007.3641,EAST 98 STREET,HOWARD AVENUE
1667,1,1667,1,0,0,1,2009,12845,985345.4243,159065.658,21 AVENUE,86 STREET
1668,1,1668,2,0,0,2,2009,53667,1024104.512,253044.5189,WARING AVENUE,LACONIA AVENUE
1669,1,1669,1,1,0,0,2009,61329,1055906.718,205908.0987,HILLSIDE AVENUE,88 AVENUE
1670,1,1670,1,1,0,0,2009,26332,1005334.819,174888.3291,EAST 56 STREET,BEVERLY ROAD
1671,1,1671,1,0,0,1,2009,21535,989139.2389,217019.3721,7 AVENUE,WEST 52 STREET
1672,1,1672,1,0,0,1,2009,54846,1032307.885,209612.9306,61 ROAD,HORACE HARDING EXPRESSWAY SR S
1673,1,1673,1,1,0,0,2009,32573,1026473.937,192438.5167,JAMAICA AVENUE,98 STREET
1674,1,1674,1,0,1,0,2009,22323,998615.614,203285.5121,NASSAU AVENUE,MC GUINNESS BOULEVARD
1675,1,1675,1,0,0,1,2009,46083,1019875.781,205015.968,ELIOT AVENUE,WOODHAVEN BOULEVARD
1676,1,1676,1,1,0,0,2009,24106,996957.7531,236702.8656,AMSTERDAM AVENUE,WEST 131 STREET
1677,1,1677,1,1,0,0,2009,26193,1003925.232,172378.9479,UTICA AVENUE,FOSTER AVENUE
1678,1,1678,1,1,0,0,2009,19092,999608.4729,189539.0672,GATES AVENUE,TOMPKINS AVENUE
1679,1,1679,1,1,0,0,2009,50905,1022006.482,215365.9699,NORTHERN BOULEVARD,105 STREET
1680,1,1680,1,1,0,0,2009,35649,1047709.038,156465.5155,BEACH 39 STREET,BEACH CHANNEL DRIVE
1681,1,1681,1,1,0,0,2009,26863,1003358.212,182945.2549,UTICA AVENUE,EASTERN PARKWAY
1682,1,1682,1,1,0,0,2009,18362,997630.2354,174017.7701,ROGERS AVENUE,CORTELYOU ROAD
1683,1,1683,2,2,0,0,2009,43604,1002024.072,249023.1884,BROADWAY,WEST 181 STREET
1684,1,1684,1,1,0,0,2009,47969,1012453.467,247888.9846,EAST TREMONT AVENUE,WASHINGTON AVENUE
1685,1,1685,1,0,1,0,2009,18565,990741.2633,187791.9348,5 AVENUE,DEAN STREET
1686,1,1686,1,1,0,0,2009,56690,1038492.37,224476.1416,17 ROAD,FRANCIS LEWIS BOULEVARD
1687,1,1687,1,1,0,0,2009,24149,997910.9467,232849.9733,ADAM C POWELL BOULEVARD,WEST 120 STREET
1688,1,1688,1,0,0,1,2009,40817,1003201.733,207729.5387,GREENPOINT AVENUE,BORDEN AVENUE
1689,1,1689,1,0,0,1,2017,11024,966880.7375,161244.1969,BAY STREET,HARBORVIEW PLACE SOUTH
1690,1,1690,1,0,0,1,2017,12412,979873.6669,198520.6237,SOUTH END AVENUE,LIBERTY STREET
1691,1,1691,1,0,1,0,2017,20367,983670.2013,201283.5053,BROADWAY,LISPENARD STREET
1692,1,1692,2,0,1,1,2017,20569,985342.5733,200219.0389,BOWERY,MANHATTAN BR APPROACH
1693,1,1693,1,0,0,1,2017,21559,989799.9197,219411.7623,WEST DRIVE,C P 8 AVENUE APPROACH
1694,1,1694,1,1,0,0,2017,17802,999567.4821,163723.4538,NOSTRAND AVENUE,KINGS HIGHWAY
1695,1,1695,1,0,0,1,2017,26988,1005113.439,185971.5743,ATLANTIC AVENUE,BUFFALO AVENUE
1696,1,1696,1,0,1,0,2017,41109,1007018.29,205780.6679,LONG ISLAND EXPRESSWAY,LIE EASTBOUND ENTRANCE 48 ST
1697,1,1697,1,1,0,0,2017,43135,1008477.966,232471.9688,EAST 138 STREET,BRUCKNER BOULEVARD
1698,1,1698,1,1,0,0,2017,79419,1009066.354,262937.6615,HENRY HUDSON PARKWAY ET 20 NB,HENRY HUDSON PARKWAY EAST
1699,1,1699,1,0,0,1,2017,44764,1009761.465,252469.2139,WEST 183 STREET,DR M L KING JR BOULEVARD
1700,1,1700,1,0,0,1,2017,9035941,1014628.917,203942.4153,MAZEAU STREET,QUEENS MIDTOWN EXPRESSWAY SR N
1701,1,1701,1,1,0,0,2017,45822,1017772.275,200257.5953,75 PLACE,65 DRIVE
1702,1,1702,1,0,0,1,2017,53408,1020260.039,259261.2384,EAST GUN HILL ROAD,BRONX RIVER PARKWAY EXIT 9 NB
1703,1,1703,1,1,0,0,2017,52984,1026878.004,246356.9601,EAST TREMONT AVENUE,ST RAYMONDS AVENUE
1704,1,1704,1,0,0,1,2017,53877,1027460.923,251594.2167,EASTCHESTER ROAD,PELHAM PARKWAY SOUTH
1705,1,1705,1,1,0,0,2017,9031144,1029183.779,242765.2025,GRAFF AVENUE,HUTCHINSON RIVER GREENWAY
1706,1,1706,1,1,0,0,2017,54765,1032271.658,200314.9705,JACKIE ROBINSON PY ET 8 W EB,VAN WYCK EXPRESSWAY EXIT 7 SB
1707,1,1707,1,0,0,1,2017,58167,1038817.265,252614.9135,PARK DRIVE,CITY ISLAND ROAD
1708,1,1708,1,0,0,1,2017,36896,1049787.941,182405.3285,BELT PARKWAY SB ENTRANCE 181 ST,181 STREET
1709,1,1709,1,1,0,0,2017,21080,982110.7753,211905.5077,12 AVENUE,JOE DIMAGGIO HIGHWAY
1710,1,1710,1,1,0,0,2017,37899,1050302.169,156535.9222,SEAGIRT BOULEVARD,BEACH 29 STREET
1711,1,1711,2,2,0,0,2017,27203,1008957.27,185699.4915,ATLANTIC AVENUE,ROCKAWAY AVENUE
1712,1,1712,1,1,0,0,2017,25372,1000019.112,160570.8485,AVENUE R,NOSTRAND AVENUE
1713,1,1713,1,1,0,0,2017,53532,1022545.94,254871.0405,BRONXWOOD AVENUE,BOSTON ROAD
1714,1,1714,1,1,0,0,2017,25543,1002522.328,165209.3596,FLATBUSH AVENUE,BAUGHMAN PLACE
1715,1,1715,1,0,1,0,2017,49982,1023299.435,201457.0745,ALDERTON STREET,FLEET STREET
1716,1,1716,1,1,0,0,2017,47445,1014574.966,238042.895,HUNTS POINT AVENUE,BRUCKNER EXPRESSWAY
1717,1,1717,2,0,0,2,2017,3524,938905.3843,158527.6833,SIGNS ROAD,RICHMOND AVENUE
1718,1,1718,1,1,0,0,2017,48904,1014647.251,253570.735,EAST 193 STREET,WEBSTER AVENUE
1719,1,1719,1,0,1,0,2017,21428,987157.107,219012.7868,WEST 55 STREET,10 AVENUE
1720,1,1720,1,1,0,0,2017,26503,1007178.497,176702.2592,AVENUE A,EAST 91 STREET
1721,1,1721,1,1,0,0,2017,17888,990639.9715,176441.5422,EAST 5 STREET,GREENWOOD AVENUE
1722,1,1722,1,1,0,0,2017,16160,989337.0663,199574.6078,ABRAHAM KAZAN STREET,GRAND STREET
1723,1,1723,1,0,0,1,2017,31618,1024039.683,189223.9005,ATLANTIC AVENUE,85 STREET
1724,1,1724,1,1,0,0,2017,37128,1041496.649,197905.2837,88 AVENUE,168 PLACE
1725,1,1725,1,1,0,0,2017,52564,1022545.277,241882.281,WHITE PLAINS ROAD,GLEASON AVENUE
1726,1,1726,1,0,0,1,2017,43247,1009596.402,233111.6296,BRUCKNER BOULEVARD,SOUTHERN BOULEVARD
1727,1,1727,1,1,0,0,2017,44478,1005335.768,254212.3578,SHERMAN AVENUE,ACADEMY STREET
1728,1,1728,1,1,0,0,2017,13148,989328.6939,157270.1563,WEST 10 STREET,AVENUE T
1729,1,1729,1,1,0,0,2017,49529,1013959.132,260856.022,GOUVERNEUR AVENUE,SEDGWICK AVENUE
1730,1,1730,1,0,0,1,2017,36094,1048800.968,178418.9323,150 ROAD,GUY R BREWER BOULEVARD
1731,1,1731,1,1,0,0,2017,25103,1003299.433,157325.1004,WHITNEY AVENUE,GERRITSEN AVENUE
1732,1,1732,1,0,0,1,2017,41573,1004809.161,210987.2487,43 AVENUE,39 STREET
1733,1,1733,1,0,0,1,2017,34776,1034983.739,193040.3755,ATLANTIC AVENUE,132 STREET
1734,1,1734,1,1,0,0,2017,23636,997841.0256,220070.5373,YORK AVENUE,EAST 78 STREET
1735,1,1735,1,1,0,0,2017,28962,1015726.278,179872.1479,LINDEN BOULEVARD,MILLER AVENUE
1736,1,1736,1,0,0,1,2017,28897,1014771.598,176526.5725,FLATLANDS AVENUE,LOUISIANA AVENUE
1737,1,1737,1,1,0,0,2017,12903,986757.0816,158304.275,85 STREET,23 AVENUE
1738,1,1738,1,0,0,1,2017,58298,1031833.086,262114.8908,CONNER STREET,BOSTON ROAD
1739,1,1739,1,1,0,0,2017,46553,1014755.299,212236.4489,76 STREET,37 AVENUE
1740,1,1740,1,1,0,0,2017,37353,1043654.214,199176.9708,WEXFORD TERRACE,EDGERTON BOULEVARD
1741,1,1741,1,1,0,0,2017,19875,998418.8001,198378.1404,LORIMER STREET,GRAND STREET
1742,1,1742,1,0,0,1,2017,31592,1024045.024,185225.6998,SUTTER AVENUE,80 STREET
1743,1,1743,1,1,0,0,2017,41331,1000529.905,214434.4137,21 STREET,40 AVENUE
1744,1,1744,1,0,0,1,2017,25702,1004671.569,169892.0107,EAST 52 STREET,AVENUE H
1745,1,1745,1,1,0,0,2017,16905,996315.3889,155925.6019,GRAVESEND NECK ROAD,EAST 14 STREET
1746,1,1746,1,0,1,0,2017,27816,1006847.146,192240.5217,LINDEN STREET,CENTRAL AVENUE
1747,1,1747,1,1,0,0,2017,20841,987894.307,208704.6253,EAST 22 STREET,PARK AVENUE SOUTH
1748,1,1748,1,1,0,0,2017,29124,1010825.091,183629.5875,PITKIN AVENUE,POWELL STREET
1749,1,1749,1,0,1,0,2017,20900,988446.9138,204571.379,1 AVENUE,EAST 9 STREET
1750,1,1750,1,0,0,1,2017,8781,954061.4295,162002.8335,NORTHERN BOULEVARD,LITTLE CLOVE ROAD
1751,1,1751,1,1,0,0,2017,21249,985716.1847,210839.6079,7 AVENUE,WEST 25 STREET
1752,1,1752,1,0,1,0,2017,20831,987086.3362,208578.9202,EAST 20 STREET,BROADWAY
1753,1,1753,1,0,0,1,2017,8728,953708.5266,165429.0603,BARD AVENUE,BEMENT AVENUE
1754,1,1754,1,0,0,1,2017,44423,1004378.794,250098.7964,AMSTERDAM AVENUE,WEST 189 STREET
1755,1,1755,1,1,0,0,2017,42520,1001262.118,237040.7389,LENOX AVENUE,WEST 140 STREET
1756,1,1756,1,0,0,1,2017,48130,1014013.45,248246.018,ARTHUR AVENUE,EAST 179 STREET
1757,1,1757,1,1,0,0,2017,42513,1001518.315,235386.4788,WEST 135 STREET,5 AVENUE
1758,1,1758,1,1,0,0,2017,23417,992319.1633,228328.0631,AMSTERDAM AVENUE,WEST 95 STREET
1759,1,1759,1,1,0,0,2017,20813,987048.2693,206851.1467,4 AVENUE,EAST 14 STREET
1760,1,1760,1,1,0,0,2017,54403,1025609.706,265576.8491,PITMAN AVENUE,GUNTHER AVENUE
1761,1,1761,1,0,0,1,2017,22466,990311.6952,210965.9157,EAST 34 STREET,3 AVENUE
1762,1,1762,1,0,0,1,2017,53453,1021726.824,254065.7472,WALLACE AVENUE,BOSTON ROAD
1763,1,1763,1,1,0,0,2017,48614,1010062.557,258706.1959,BROADWAY,EXTERIOR STREET
1764,1,1764,1,0,1,0,2017,22126,996068.2864,204676.6051,NOBLE STREET,FRANKLIN STREET
1765,1,1765,1,0,0,1,2017,17852,990350.0829,170826.1295,DITMAS AVENUE,MC DONALD AVENUE
1766,1,1766,1,1,0,0,2017,16239,993946.4107,149432.0063,BRIGHTON BEACH AVENUE,BRIGHTON 2 STREET
1767,1,1767,1,1,0,0,2017,26616,1009126.908,171507.9425,FLATLANDS AVENUE,EAST 84 STREET
1768,1,1768,1,0,0,1,2017,57025,1036333.293,238262.9641,THROGS NECK EXPRESSWAY SR,MILES AVENUE
1769,1,1769,1,1,0,0,2017,23817,999288.2078,225705.5749,2 AVENUE,EAST 99 STREET
1770,1,1770,1,0,1,0,2017,18436,998243.2755,176387.2762,CHURCH AVENUE,NOSTRAND AVENUE
1771,1,1771,1,0,1,0,2017,48317,1016215.391,247513.9168,EAST 180 STREET,SOUTHERN BOULEVARD
1772,1,1772,1,0,0,1,2017,17194,990936.2593,160968.4885,WEST 2 STREET,AVENUE P
1773,1,1773,1,1,0,0,2017,29825,1019897.752,186134.3233,PINE STREET,SOUTH CONDUIT AVENUE
1774,1,1774,1,1,0,0,2017,49862,1021643.497,205305.2295,63 AVENUE,SAUNDERS STREET
1775,1,1775,1,0,1,0,2017,14187,987443.0513,173158.3427,12 AVENUE,39 STREET
1776,1,1776,1,0,1,0,2017,21727,989340.062,222945.2887,WEST 72 STREET,AMSTERDAM AVENUE
1777,1,1777,1,1,0,0,2017,16607,993930.7283,154632.7075,OCEAN PARKWAY,AVENUE X
