FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,MN,YR,NODEID,nodeX,nodeY,STREET1,STREET2
1433,1,1433,1,1,0,0,10,2010,13243,981690.979500000020000,164642.707200000000000,78 STREET,13 AVENUE
1434,1,1434,1,1,0,0,10,2010,16324,999169.874700000040000,149719.262900000000000,FALMOUTH STREET,ORIENTAL BOULEVARD
1435,1,1435,1,1,0,0,10,2010,14670,984602.771599999980000,185739.491400000000000,NELSON STREET,COURT STREET
1436,1,1436,1,1,0,0,10,2010,15017,988291.514199999980000,186415.697400000000000,UNION STREET,3 AVENUE
1437,1,1437,1,0,1,0,10,2010,42478,1001375.464100000000000,230930.324900000010000,EAST 120 STREET,3 AVENUE
1438,1,1438,1,0,0,1,11,2010,9884,962464.866999999970000,157330.605699999990000,KENSINGTON AVENUE,STEUBEN STREET
1439,1,1439,1,0,0,1,11,2010,17629,996524.988200000020000,163718.207400000010000,EAST 19 STREET,AVENUE N
1440,1,1440,1,1,0,0,11,2010,36644,1046859.219900000000000,182720.810100000000000,NORTH CONDUIT AVENUE,161 STREET
1441,1,1441,1,0,0,1,11,2010,54538,1027947.148800000000000,263005.824100000030000,EAST 233 STREET,GRENADA PLACE
1442,1,1442,1,1,0,0,11,2010,33769,1031623.808100000000000,189531.744299999990000,103 AVENUE,114 STREET
1443,1,1443,1,1,0,0,11,2010,55526,1031855.687599999900000,217647.766500000000000,NORTHERN BOULEVARD,UNION STREET
1444,1,1444,1,1,0,0,11,2010,28762,1012327.410400000100000,173192.414200000000000,AVENUE J,ROCKAWAY PARKWAY
1445,1,1445,1,1,0,0,11,2010,23413,992853.966000000010000,227434.588800000000000,COLUMBUS AVENUE,WEST 93 STREET
1446,1,1446,1,1,0,0,11,2010,50216,1025736.438000000000000,206835.859300000010000,108 STREET,63 ROAD
1447,1,1447,1,1,0,0,11,2010,43879,1005730.743800000100000,243903.799300000010000,EDWARD L GRANT HIGHWAY,EAST 167 STREET
1448,1,1448,1,1,0,0,11,2010,49295,1019758.386000000100000,259418.314900000000000,EAST GUN HILL ROAD,WEBSTER AVENUE
1449,1,1449,1,1,0,0,11,2010,50212,1025122.210200000000000,206587.995700000000000,YELLOWSTONE BOULEVARD,63 ROAD
1450,1,1450,1,1,0,0,11,2010,18859,995736.544899999980000,187656.305200000000000,FULTON STREET,CLASSON AVENUE
1451,1,1451,1,1,0,0,11,2010,42071,1001478.767700000000000,229652.679899999990000,2 AVENUE,EAST 116 STREET
1452,1,1452,1,0,0,1,11,2010,46833,1018730.694500000000000,212004.838500000010000,91 STREET,ROOSEVELT AVENUE
1453,1,1453,1,0,0,1,11,2010,31495,1023569.362300000000000,184914.000999999990000,78 STREET,NORTH CONDUIT AVENUE
1454,1,1454,1,1,0,0,11,2010,17327,991906.530000000030000,169894.304899999990000,OCEAN PARKWAY,18 AVENUE
1455,1,1455,1,1,0,0,11,2010,18393,998280.375099999950000,170448.610300000000000,FLATBUSH AVENUE,GLENWOOD ROAD
1456,1,1456,1,1,0,0,11,2010,15257,981481.095100000040000,197877.997000000000000,BROADWAY,CORTLANDT STREET
1457,1,1457,1,1,0,0,11,2010,49697,1011002.025900000000000,270877.527200000010000,RIVERDALE AVENUE,WEST 261 STREET
1458,1,1458,1,0,0,1,11,2010,59190,1041768.692000000000000,211415.020099999990000,UTOPIA PARKWAY,UNDERHILL AVENUE
1459,1,1459,1,1,0,0,11,2010,47389,1013337.995300000000000,238402.514399999990000,EAST 163 STREET,TIFFANY STREET
1460,1,1460,1,1,0,0,11,2010,19090,999690.077000000050000,189004.990200000000000,MADISON STREET,TOMPKINS AVENUE
1461,1,1461,1,1,0,0,1,2010,12961,987939.825300000030000,152250.773300000000000,AVENUE Z,BELT PARKWAY EXIT 6 NORTH WB
1462,1,1462,1,1,0,0,1,2010,42592,1002032.955899999900000,236328.739299999990000,EAST 139 STREET,WEST 139 STREET
1463,1,1463,1,1,0,0,1,2010,42402,1009481.149700000000000,221592.853800000010000,DITMARS BOULEVARD,35 STREET
1464,1,1464,1,1,0,0,1,2010,50491,1028665.050900000000000,201481.050800000000000,QUEENS BOULEVARD,ASCAN AVENUE
1465,1,1465,1,0,0,1,1,2010,26338,1005296.108800000000000,175438.406699999990000,EAST 56 STREET,KINGS HIGHWAY
1466,1,1466,1,1,0,0,1,2010,18854,995741.984599999970000,186674.565000000000000,PACIFIC STREET,CLASSON AVENUE
1467,1,1467,1,1,0,0,1,2010,2474,937239.524500000060000,131164.294200000000000,LIPSETT AVENUE,HYLAN BOULEVARD
1468,1,1468,1,1,0,0,1,2010,13302,982188.265600000040000,165269.811900000000000,BAY RIDGE PARKWAY,13 AVENUE
1469,1,1469,1,0,1,0,1,2010,20767,987296.129100000020000,201153.308699999990000,DELANCEY STREET,LUDLOW STREET
1470,1,1470,1,1,0,0,1,2010,54540,1027475.994900000000000,264626.427499999990000,EDENWALD AVENUE,BAYCHESTER AVENUE
1471,1,1471,1,1,0,0,1,2010,13734,989752.649699999950000,161747.446900000010000,WEST 6 STREET,AVENUE O
1472,1,1472,1,1,0,0,1,2010,41560,1003172.028700000000000,218075.770900000000000,21 STREET,BROADWAY
1473,1,1473,1,1,0,0,1,2010,23353,991292.984599999970000,227402.861500000000000,BROADWAY,WEST 90 STREET
1474,1,1474,1,1,0,0,1,2010,53847,1026729.234600000000000,256481.355500000010000,EAST GUN HILL ROAD,SEXTON PLACE
1475,1,1475,1,1,0,0,1,2010,16263,995463.481200000040000,149857.576299999990000,BRIGHTON BEACH AVENUE,CONEY ISLAND AVENUE
1476,1,1476,1,1,0,0,1,2010,61272,1054491.576700000100000,207442.117999999990000,SPRINGFIELD BOULEVARD,UNION TURNPIKE
1477,1,1477,1,1,0,0,1,2010,61069,1051229.496600000000000,209277.179899999990000,73 AVENUE,BELL BOULEVARD
1478,1,1478,1,1,0,0,1,2010,17552,995087.418900000050000,164398.563599999990000,EAST 14 STREET,AVENUE M
1479,1,1479,1,1,0,0,1,2010,22500,990886.236700000010000,213047.940100000010000,EAST 42 STREET,LEXINGTON AVENUE
1480,1,1480,1,1,0,0,1,2010,9509,957953.681800000020000,172740.331700000010000,HENDERSON AVENUE,LAFAYETTE AVENUE
1481,1,1481,1,0,0,1,1,2010,3667,934499.645099999970000,160789.076399999990000,TELEPORT DRIVE,SOUTH AVENUE
1482,1,1482,1,1,0,0,1,2010,58708,1043409.551900000000000,204375.188700000000000,182 STREET,UNION TURNPIKE
1483,1,1483,1,1,0,0,12,2010,28102,1011394.698699999900000,144090.078000000010000,ROCKAWAY BREEZY BOULEVARD,BEACH 193 STREET
1484,1,1484,1,0,0,1,12,2010,28340,1009896.112700000100000,156740.892300000010000,BELT PARKWAY,BELT PARKWAY EXIT 11 NORTH EB
1485,1,1485,1,0,0,1,12,2010,32668,1027736.496300000000000,197704.654199999990000,METROPOLITAN AVENUE,J ROBINSON PY WB EN METROPOLITAN
1486,1,1486,1,0,0,1,12,2010,50968,1023610.441900000000000,214989.314199999990000,111 STREET,34 AVENUE
1487,1,1487,1,1,0,0,12,2010,23532,995005.345600000000000,222592.812100000010000,EAST 81 STREET,MADISON AVENUE
1488,1,1488,1,1,0,0,12,2010,14757,985666.076600000030000,183663.537900000000000,2 AVENUE,12 STREET
1489,1,1489,1,1,0,0,12,2010,34974,1036359.136300000000000,192649.881200000000000,97 AVENUE,VAN WYCK EXPRESSWAY SR EAST
1490,1,1490,1,1,0,0,12,2010,53844,1026495.593299999900000,256638.615699999990000,EAST GUN HILL ROAD,FISH AVENUE
1491,1,1491,1,1,0,0,12,2010,52301,1027730.108600000000000,239551.872299999990000,LAFAYETTE AVENUE,ZEREGA AVENUE
1492,1,1492,1,0,1,0,12,2010,22581,991591.494500000030000,213275.318200000010000,EAST 44 STREET,3 AVENUE
1493,1,1493,1,1,0,0,5,2009,21041,982009.594399999940000,211104.725500000000000,11 AVENUE,WEST 19 STREET
1494,1,1494,1,1,0,0,5,2009,16214,992991.567200000050000,149241.476200000000000,BRIGHTON BEACH AVENUE,OCEAN PARKWAY
1495,1,1495,1,1,0,0,5,2009,53885,1027678.091000000000000,252456.236000000000000,EASTCHESTER ROAD,ASTOR AVENUE
1496,1,1496,1,1,0,0,5,2009,150,915919.830500000040000,126895.615000000010000,WOOD AVENUE,ARTHUR KILL ROAD
1497,1,1497,1,1,0,0,5,2009,22530,990566.765600000040000,217741.296500000000000,WEST 57 STREET,AVENUE OF THE AMERICAS
1498,1,1498,1,1,0,0,5,2009,40351,1058273.835900000100000,198994.228399999990000,221 STREET,HEMPSTEAD AVENUE
1499,1,1499,1,0,1,0,5,2009,27592,1003132.445200000000000,196627.736999999990000,HARRISON PLACE,MORGAN AVENUE
1500,1,1500,1,1,0,0,5,2009,43510,1001846.378500000000000,248794.616000000010000,BROADWAY,WEST 180 STREET
1501,1,1501,1,0,1,0,5,2009,55693,1034941.225700000000000,214295.243699999990000,45 AVENUE,BURLING STREET
1502,1,1502,1,1,0,0,5,2009,21803,990340.007499999950000,205029.462399999990000,AVENUE B,EAST 14 STREET
1503,1,1503,1,1,0,0,5,2009,56027,1039155.275700000000000,213938.233299999990000,46 AVENUE,165 STREET
1504,1,1504,1,1,0,0,5,2009,24105,996831.224500000010000,236475.504099999990000,AMSTERDAM AVENUE,WEST 130 STREET
1505,1,1505,1,0,1,0,5,2009,34508,1031091.945700000000000,194334.867900000010000,JAMAICA AVENUE,MYRTLE AVENUE
1506,1,1506,1,1,0,0,5,2009,20682,986118.201299999960000,202449.805100000000000,BOWERY,PRINCE STREET
1507,1,1507,1,1,0,0,5,2009,33852,1033939.456400000000000,183624.112100000000000,LEFFERTS BOULEVARD,135 AVENUE
1508,1,1508,1,1,0,0,5,2009,13655,987498.454799999950000,169459.787099999990000,50 STREET,15 AVENUE
1509,1,1509,2,0,0,2,5,2009,38540,1055964.828299999900000,172110.972799999990000,BROOKVILLE BOULEVARD,ROCKAWAY BOULEVARD
1510,1,1510,1,0,0,1,5,2009,48185,1015529.706800000000000,243545.368300000000000,EAST 173 STREET,VYSE AVENUE
1511,1,1511,3,0,0,3,5,2009,41118,1007122.798100000000000,207244.631499999990000,LAUREL HILL BOULEVARD,49 STREET
1512,1,1512,1,1,0,0,5,2009,14179,987857.630600000030000,171169.403100000000000,14 AVENUE,44 STREET
1513,1,1513,1,1,0,0,5,2009,43602,1002828.101900000000000,248247.717500000000000,AUDUBON AVENUE,WEST 180 STREET
1514,1,1514,1,0,0,1,5,2009,44477,1005164.826300000000000,254562.649100000010000,VERMILYEA AVENUE,ACADEMY STREET
1515,1,1515,1,1,0,0,5,2009,20466,983550.611999999960000,208788.457100000000000,8 AVENUE,WEST 14 STREET
1516,1,1516,1,1,0,0,5,2009,18362,997630.235400000010000,174017.770099999990000,ROGERS AVENUE,CORTELYOU ROAD
1517,1,1517,1,0,0,1,6,2009,9884,962464.866999999970000,157330.605699999990000,KENSINGTON AVENUE,STEUBEN STREET
1518,1,1518,1,0,1,0,6,2009,17295,991108.109300000010000,165492.826500000000000,MC DONALD AVENUE,BAY PARKWAY
1519,1,1519,1,1,0,0,6,2009,43069,1007034.274600000000000,236608.236500000000000,MELROSE AVENUE,EAST 149 STREET
1520,1,1520,1,1,0,0,6,2009,49495,1012757.396400000000000,267568.275299999980000,HENRY HUDSON PKWY ET 23 S SB,BROADWAY
1521,1,1521,1,1,0,0,6,2009,59896,1048146.580899999900000,216352.642100000000000,NORTHERN BOULEVARD,BELL BOULEVARD
1522,1,1522,1,1,0,0,6,2009,26562,1008916.111400000100000,174225.522300000010000,REMSEN AVENUE,FOSTER AVENUE
1523,1,1523,1,1,0,0,6,2009,42849,1004858.140500000000000,235097.737499999990000,EAST 140 STREET,3 AVENUE
1524,1,1524,1,1,0,0,6,2009,13567,986329.749799999990000,164003.249500000010000,18 AVENUE,BAY RIDGE AVENUE
1525,1,1525,1,1,0,0,6,2009,29819,1019462.730400000000000,186386.330699999990000,SOUTH CONDUIT AVENUE,EUCLID AVENUE
1526,1,1526,1,1,0,0,6,2009,13154,989460.320900000050000,158177.969500000010000,AVENUE S,WEST 9 STREET
1527,1,1527,1,0,0,1,6,2009,54846,1032307.884800000000000,209612.930599999990000,61 ROAD,HORACE HARDING EXPRESSWAY SR S
1528,1,1528,1,0,0,1,6,2009,46083,1019875.780799999900000,205015.967999999990000,ELIOT AVENUE,WOODHAVEN BOULEVARD
1529,1,1529,1,0,1,0,6,2009,18565,990741.263299999990000,187791.934799999990000,5 AVENUE,DEAN STREET
1530,1,1530,1,1,0,0,6,2009,24149,997910.946699999970000,232849.973300000010000,ADAM C POWELL BOULEVARD,WEST 120 STREET
1531,1,1531,1,0,0,1,6,2009,40817,1003201.733100000000000,207729.538700000000000,GREENPOINT AVENUE,BORDEN AVENUE
1532,1,1532,1,1,0,0,7,2009,21559,989799.919699999970000,219411.762300000000000,WEST DRIVE,C P 8 AVENUE APPROACH
1533,1,1533,1,0,0,1,7,2009,48606,1010053.051400000000000,257493.476499999990000,WEST KINGSBRIDGE ROAD,EXTERIOR STREET
1534,1,1534,1,1,0,0,7,2009,52684,1023147.660700000000000,244524.093400000010000,UNIONPORT ROAD,METROPOLITAN OVAL
1535,1,1535,1,1,0,0,7,2009,53910,1027231.881199999900000,256224.794700000000000,KNAPP STREET,FENTON AVENUE
1536,1,1536,1,0,0,1,7,2009,54485,1026801.488400000000000,266935.848699999970000,NEREID AVENUE,BAYCHESTER AVENUE
1537,1,1537,1,1,0,0,7,2009,55790,1035777.588900000000000,216462.211199999990000,SANFORD AVENUE,149 PLACE
1538,1,1538,1,1,0,0,7,2009,61769,1052469.349800000000000,212543.485699999990000,224 STREET,HORACE HARDING EXPRESSWAY SR S
1539,1,1539,1,1,0,0,7,2009,13952,982539.915200000050000,177046.001900000000000,4 AVENUE,39 STREET
1540,1,1540,1,0,0,1,7,2009,41622,1004246.806800000000000,219776.354800000000000,21 STREET,30 AVENUE
1541,1,1541,1,0,0,1,7,2009,10107,965090.550799999970000,159481.841500000010000,FINGERBOARD ROAD,NARROWS ROAD NORTH
1542,1,1542,1,1,0,0,7,2009,31892,1028444.864400000000000,180691.552100000000000,CROSS BAY BOULEVARD,157 AVENUE
1543,1,1543,1,1,0,0,7,2009,17928,991740.919699999970000,171027.198700000010000,OCEAN PARKWAY,DITMAS AVENUE
1544,1,1544,1,1,0,0,7,2009,29887,1010142.601700000000000,194453.128499999990000,PUTNAM AVENUE,CYPRESS AVENUE
1545,1,1545,1,1,0,0,7,2009,24835,1000971.055500000000000,154076.806400000000000,AVENUE Z,NOSTRAND AVENUE
1546,1,1546,2,0,0,2,7,2009,53667,1024104.512100000100000,253044.518900000000000,WARING AVENUE,LACONIA AVENUE
1547,1,1547,1,1,0,0,7,2009,50905,1022006.481900000000000,215365.969900000000000,NORTHERN BOULEVARD,105 STREET
1548,1,1548,1,0,0,1,8,2009,27198,1008188.862200000000000,185753.818800000010000,THOMAS S BOYLAND STREET,ATLANTIC AVENUE
1549,1,1549,1,1,0,0,8,2009,50616,1029513.914100000100000,207073.631200000000000,MEADOW LAKE DRIVE,VAN WYCK EXPRESSWAY EXIT 11 SB
1550,1,1550,1,1,0,0,8,2009,22766,993695.912499999980000,218118.884400000010000,EAST 64 STREET,LEXINGTON AVENUE
1551,1,1551,1,0,0,1,8,2009,59539,1045177.746900000000000,213511.928699999990000,FRANCIS LEWIS BOULEVARD,WEEKS LANE
1552,1,1552,1,0,0,1,8,2009,22342,998225.801800000020000,206259.922200000000000,PROVOST STREET,INDIA STREET
1553,1,1553,1,0,0,1,8,2009,10409,960774.542299999970000,165100.310900000010000,LAUREL AVENUE,TARGEE STREET
1554,1,1554,1,1,0,0,8,2009,54215,1022580.148700000000000,265257.965299999980000,EAST 233 STREET,BRONX BOULEVARD
1555,1,1555,1,0,1,0,8,2009,27424,1001274.266500000000000,195792.902800000010000,MOORE STREET,BUSHWICK AVENUE
1556,1,1556,1,0,1,0,8,2009,45500,1013111.027600000000000,208994.837999999990000,QUEENS BOULEVARD,69 STREET
1557,1,1557,1,0,1,0,8,2009,41483,1002148.749000000000000,216665.623100000000000,21 STREET,35 AVENUE
1558,1,1558,1,0,0,1,8,2009,34977,1036546.524300000000000,192210.646500000000000,101 AVENUE,VAN WYCK EXPRESSWAY SR EAST
1559,1,1559,1,1,0,0,8,2009,31671,1025416.852400000000000,185492.330200000000000,SUTTER AVENUE,85 STREET
1560,1,1560,1,1,0,0,8,2009,18378,997413.008099999980000,176655.723800000010000,MARTENSE STREET,ROGERS AVENUE
1561,1,1561,1,1,0,0,8,2009,13734,989752.649699999950000,161747.446900000010000,WEST 6 STREET,AVENUE O
1562,1,1562,1,1,0,0,8,2009,56894,1034008.612700000100000,239662.046000000000000,EAST TREMONT AVENUE,SCHLEY AVENUE
1563,1,1563,1,1,0,0,8,2009,13444,984948.417200000030000,166805.809500000000000,64 STREET,NEW UTRECHT AVENUE
1564,1,1564,1,0,0,1,8,2009,47363,1013195.256100000000000,236528.617499999990000,BRUCKNER BOULEVARD,LONGWOOD AVENUE
1565,1,1565,1,0,0,1,8,2009,48079,1014773.363200000000000,240157.510899999990000,WESTCHESTER AVENUE,FAILE STREET
1566,1,1566,1,1,0,0,8,2009,23844,999898.429600000030000,229312.867499999990000,EAST 112 STREET,LEXINGTON AVENUE
1567,1,1567,1,0,0,1,8,2009,9149,958445.787499999980000,169247.323600000000000,FOREST AVENUE,HAVEN ESPLANADE
1568,1,1568,1,1,0,0,8,2009,57575,1032059.420399999900000,249626.005399999990000,WILKINSON AVENUE,BRUCKNER BOULEVARD
1569,1,1569,1,0,0,1,8,2009,15088,989292.817700000010000,189689.736200000010000,SCHERMERHORN STREET,NEVINS STREET
1570,1,1570,1,1,0,0,8,2009,44441,1004230.103700000000000,253672.854300000010000,SHERMAN AVENUE,ARDEN STREET
1571,1,1571,1,0,0,1,8,2009,5869,940000.001500000010000,167536.962900000010000,BRUCKNER AVENUE,FOREST AVENUE
1572,1,1572,1,1,0,0,8,2009,26193,1003925.232300000000000,172378.947900000000000,UTICA AVENUE,FOSTER AVENUE
1573,1,1573,1,1,0,0,8,2009,43604,1002024.071700000000000,249023.188400000010000,BROADWAY,WEST 181 STREET
1574,1,1574,1,1,0,0,9,2009,49758,1020479.329400000000000,203235.118500000010000,63 AVENUE,WOODHAVEN BOULEVARD
1575,1,1575,1,1,0,0,9,2009,24997,1002290.724700000000000,158510.934700000010000,GERRITSEN AVENUE,AVENUE U
1576,1,1576,1,1,0,0,9,2009,23481,994345.527400000020000,221402.493300000000000,MADISON AVENUE,EAST 76 STREET
1577,1,1577,1,0,0,1,9,2009,4317,942553.670999999970000,135211.247700000010000,ARMSTRONG AVENUE,HYLAN BOULEVARD
1578,1,1578,1,1,0,0,9,2009,21348,986819.243499999980000,214689.948000000000000,8 AVENUE,WEST 40 STREET
1579,1,1579,1,1,0,0,9,2009,43490,1001215.753100000000000,247299.629099999990000,BROADWAY,WEST 174 STREET
1580,1,1580,1,1,0,0,9,2009,37171,1042992.384100000000000,191591.431799999990000,110 ROAD,GUY R BREWER BOULEVARD
1581,1,1581,1,0,0,1,9,2009,1977,930599.351099999970000,134005.056199999990000,DRUMGOOLE ROAD EAST,HUGUENOT AVENUE
1582,1,1582,1,1,0,0,9,2009,18959,997981.474799999970000,183331.376500000010000,NOSTRAND AVENUE,EASTERN PARKWAY
1583,1,1583,1,1,0,0,9,2009,19661,996126.737700000060000,194201.810100000000000,WALLABOUT STREET,BEDFORD AVENUE
1584,1,1584,2,0,1,1,9,2009,18758,993811.125600000030000,189477.863199999990000,WASHINGTON AVENUE,GREENE AVENUE
1585,1,1585,1,1,0,0,9,2009,25791,1006153.259300000000000,164917.286400000010000,AVENUE N,EAST 56 STREET
1586,1,1586,1,1,0,0,9,2009,21412,987466.250099999950000,215860.910200000010000,8 AVENUE,WEST 45 STREET
1587,1,1587,1,1,0,0,9,2009,18410,998566.841099999960000,172445.283100000000000,NOSTRAND AVENUE,NEWKIRK AVENUE
1588,1,1588,1,1,0,0,9,2009,12544,986828.839999999970000,148294.410200000010000,SURF AVENUE,WEST 24 STREET
1589,1,1589,1,1,0,0,9,2009,26863,1003358.212400000000000,182945.254900000000000,UTICA AVENUE,EASTERN PARKWAY
1590,1,1590,1,1,0,0,9,2009,47969,1012453.466500000000000,247888.984600000000000,EAST TREMONT AVENUE,WASHINGTON AVENUE
1591,1,1591,1,1,0,0,10,2009,47412,1014554.180500000000000,234951.708000000010000,TIFFANY STREET,RANDALL AVENUE
1592,1,1592,1,1,0,0,10,2009,48675,1011833.647900000000000,253994.454700000000000,WEST 190 STREET,EAST 190 STREET
1593,1,1593,1,1,0,0,10,2009,16538,993250.385499999970000,150725.625800000010000,OCEAN PARKWAY,NEPTUNE AVENUE
1594,1,1594,1,0,0,1,10,2009,43577,1002589.641100000000000,246866.063700000000000,AMSTERDAM AVENUE,WEST 175 STREET
1595,1,1595,1,0,0,1,10,2009,9668,961348.684899999990000,149178.876900000000000,SLATER BOULEVARD,FR CAPODANNO BOULEVARD
1596,1,1596,2,0,0,2,10,2009,37569,1046815.221000000000000,195838.286499999990000,DUNKIRK STREET,ARCADE AVENUE
1597,1,1597,1,1,0,0,10,2009,50879,1022284.867200000000000,212503.574100000000000,NATIONAL STREET,103 STREET
1598,1,1598,2,0,0,2,10,2009,46778,1017446.149800000000000,215557.291700000000000,32 AVENUE,88 STREET
1599,1,1599,1,1,0,0,10,2009,21503,989420.216000000010000,211458.100400000000000,EAST 34 STREET,PARK AVENUE
1600,1,1600,1,1,0,0,10,2009,27928,1007620.369300000000000,199229.680700000000000,METROPOLITAN AVENUE,FLUSHING AVENUE
1601,1,1601,1,1,0,0,10,2009,34497,1031706.845699999900000,192103.921000000000000,ATLANTIC AVENUE,118 STREET
1602,1,1602,1,0,0,1,10,2009,27658,1004684.417100000000000,193854.130700000010000,HART STREET,CENTRAL AVENUE
1603,1,1603,1,1,0,0,10,2009,24118,996819.869500000030000,238308.790799999990000,BROADWAY,WEST 136 STREET
1604,1,1604,1,0,0,1,10,2009,20789,987841.095199999980000,203483.559899999990000,1 AVENUE,EAST 4 STREET
1605,1,1605,1,0,0,1,10,2009,7059,948368.908399999960000,172050.064099999990000,RICHMOND TERRACE,HEBERTON AVENUE
1606,1,1606,1,0,0,1,10,2009,11055,966714.114100000010000,163561.621099999990000,HYLAN BOULEVARD,EDGEWATER STREET
1607,1,1607,1,1,0,0,10,2009,49299,1010395.783700000000000,260251.830300000000000,WEST 232 STREET,KINGSBRIDGE AVENUE
1608,1,1608,1,1,0,0,10,2009,43301,1009556.336500000000000,239628.633999999990000,BOSTON ROAD,3 AVENUE
1609,1,1609,1,1,0,0,10,2009,58566,1041384.644200000000000,205756.724400000010000,JEWEL AVENUE,UTOPIA PARKWAY
1610,1,1610,1,0,0,1,10,2009,12845,985345.424299999960000,159065.658000000000000,21 AVENUE,86 STREET
1611,1,1611,1,1,0,0,10,2009,43604,1002024.071700000000000,249023.188400000010000,BROADWAY,WEST 181 STREET
1612,1,1612,1,1,0,0,10,2009,56690,1038492.370200000000000,224476.141600000000000,17 ROAD,FRANCIS LEWIS BOULEVARD
1613,1,1613,1,1,0,0,11,2009,42402,1009481.149700000000000,221592.853800000010000,DITMARS BOULEVARD,35 STREET
1614,1,1614,1,1,0,0,11,2009,43961,1006261.293900000000000,242011.936300000000000,EAST 165 STREET,GRAND CONCOURSE
1615,1,1615,1,1,0,0,11,2009,13802,980901.565100000010000,173693.758000000000000,53 STREET,5 AVENUE
1616,1,1616,1,1,0,0,11,2009,18327,996214.604999999980000,179896.055300000010000,MAPLE STREET,BEDFORD AVENUE
1617,1,1617,1,0,0,1,11,2009,43247,1009596.402099999900000,233111.629599999990000,BRUCKNER BOULEVARD,SOUTHERN BOULEVARD
1618,1,1618,1,1,0,0,11,2009,3586,939163.980899999970000,156952.246799999990000,RIVINGTON AVENUE,RICHMOND AVENUE
1619,1,1619,1,1,0,0,11,2009,42382,1008180.991500000000000,224038.419800000000000,21 AVENUE,23 STREET
1620,1,1620,1,1,0,0,11,2009,54548,1027072.773900000000000,266004.216699999990000,BAYCHESTER AVENUE,PITMAN AVENUE
1621,1,1621,1,1,0,0,11,2009,25712,1005526.698900000000000,161252.874699999990000,HENDRICKSON STREET,AVENUE U
1622,1,1622,1,1,0,0,11,2009,18622,991375.376200000060000,186923.186599999990000,FLATBUSH AVENUE,ST MARKS AVENUE
1623,1,1623,1,1,0,0,11,2009,27313,1000897.053000000000000,191645.499300000000000,DEKALB AVENUE,MARCUS GARVEY BOULEVARD
1624,1,1624,2,2,0,0,11,2009,7291,951387.064699999990000,148794.868500000010000,3 STREET,NEW DORP LANE
1625,1,1625,1,0,0,1,11,2009,31495,1023569.362300000000000,184914.000999999990000,78 STREET,NORTH CONDUIT AVENUE
1626,1,1626,1,1,0,0,11,2009,21425,987691.354700000030000,218119.803000000010000,9 AVENUE,WEST 53 STREET
1627,1,1627,1,1,0,0,11,2009,31136,1028727.006199999900000,176326.164099999990000,91 STREET,164 AVENUE
1628,1,1628,1,1,0,0,11,2009,1956,930826.473299999950000,131814.436900000000000,LUTEN AVENUE,DEISIUS STREET
1629,1,1629,1,1,0,0,11,2009,50195,1025093.765700000000000,204019.733100000010000,QUEENS BOULEVARD,67 ROAD
1630,1,1630,1,0,0,1,11,2009,23358,991938.780499999990000,227642.283600000000000,AMSTERDAM AVENUE,WEST 92 STREET
1631,1,1631,1,1,0,0,11,2009,27029,1006949.110800000000000,180007.364100000010000,EAST 98 STREET,HOWARD AVENUE
1632,1,1632,1,1,0,0,12,2009,12773,984439.061299999940000,156648.720500000000000,BELT PARKWAY WB BAY PARKWAY EN,SHORE PARKWAY
1633,1,1633,1,0,0,1,12,2009,34191,1037753.460899999900000,188732.287300000000000,VAN WYCK EXPRESSWAY SR WEST,LINCOLN STREET
1634,1,1634,1,1,0,0,12,2009,22596,991458.151599999980000,215138.775499999990000,PARK AVENUE,EAST 50 STREET
1635,1,1635,1,1,0,0,12,2009,12902,986583.069499999980000,158084.134300000010000,86 STREET,23 AVENUE
1636,1,1636,1,1,0,0,12,2009,48477,1019194.453400000000000,241603.794100000000000,HARROD PLACE,HARROD AVENUE
1637,1,1637,1,1,0,0,12,2009,14047,984900.038100000010000,171853.299100000000000,FT HAMILTON PARKWAY,49 STREET
1638,1,1638,1,0,0,1,12,2009,57527,1032439.187100000000000,244289.077099999990000,WATERBURY-BAISLEY AVE PED OVPS,BRUCKNER BOULEVARD
1639,1,1639,1,1,0,0,12,2009,16924,996882.339900000020000,157524.578400000000000,EAST 17 STREET,AVENUE U
1640,1,1640,1,1,0,0,12,2009,23110,998836.873400000040000,211836.734800000010000,21 STREET,44 DRIVE
1641,1,1641,1,1,0,0,12,2009,24342,998602.198600000000000,241526.592800000010000,BROADWAY,WEST 150 STREET
1642,1,1642,1,0,0,1,12,2009,38089,1054484.096100000000000,156357.369400000000000,SEAGIRT BOULEVARD,BEACH 13 STREET
1643,1,1643,1,1,0,0,12,2009,11750,976959.857399999980000,168045.643000000010000,79 STREET,4 AVENUE
1644,1,1644,1,1,0,0,12,2009,13869,981568.282899999990000,175822.828500000000000,45 STREET,4 AVENUE
1645,1,1645,1,1,0,0,12,2009,26332,1005334.819400000000000,174888.329100000000000,EAST 56 STREET,BEVERLY ROAD
1646,1,1646,1,0,1,0,12,2009,22323,998615.613999999940000,203285.512099999990000,NASSAU AVENUE,MC GUINNESS BOULEVARD
1647,1,1647,1,1,0,0, , ,20569,985342.573300000050000,200219.038900000010000,BOWERY,MANHATTAN BR APPROACH
1648,1,1648,1,1,0,0, , ,41416,1001760.922300000000000,216128.858799999990000,21 STREET,36 AVENUE
