FID,YR,NODEID,Lon,Lat,Injuries_COUNT,PedInjurie_COUNT,BikeInjuri_COUNT,MVOInjurie_COUNT,Injuries,PedInjurie,BikeInjuri,MVOInjurie
12007,2016,32508,-73.8495911,40.69656188,1,0,0,1,1,0,0,1
12008,2016,22496,-73.97767661,40.75211894,2,1,1,0,1,1,1,0
12009,2016,7840,-74.10911151,40.57960904,1,0,0,1,1,0,0,1
12010,2016,38818,-73.7576313,40.66645116,7,1,0,6,1,1,0,1
12011,2016,46482,-73.89525969,40.75265694,1,0,0,1,1,0,0,1
12012,2016,53602,-73.85687066,40.86301835,1,0,0,1,1,0,0,1
12013,2016,59814,-73.77078718,40.76121763,1,1,0,0,1,1,0,0
12014,2016,46231,-73.90458877,40.76722107,1,0,0,1,1,0,0,1
12015,2016,23222,-73.945831,40.75780921,3,0,1,2,1,0,1,1
12016,2016,14994,-73.98343451,40.66864205,1,0,1,0,1,0,1,0
12017,2016,22528,-73.97813932,40.76302401,8,3,2,3,1,1,1,1
12018,2016,49810,-73.8675458,40.73615421,2,2,0,0,1,1,0,0
12019,2016,48078,-73.88997943,40.82680999,3,2,0,1,1,1,0,1
12020,2016,20407,-74.0042235,40.73112755,2,2,0,0,1,1,0,0
12021,2016,52233,-73.85225314,40.82360583,3,0,1,2,1,0,1,1
12022,2016,22833,-73.9642979,40.76468199,5,1,1,3,1,1,1,1
12023,2016,41745,-73.91818973,40.76539419,2,0,1,1,1,0,1,1
12024,2016,23757,-73.94809544,40.79554066,1,1,0,0,1,1,0,0
12025,2016,38578,-73.73870547,40.6573204,1,0,0,1,1,0,0,1
12026,2016,26996,-73.92197495,40.67534855,2,0,0,2,1,0,0,1
12027,2016,19863,-73.94866499,40.70456507,1,0,0,1,1,0,0,1
12028,2016,28919,-73.8888245,40.63436739,2,2,0,0,1,1,0,0
12029,2016,13245,-74.01142005,40.61991346,1,1,0,0,1,1,0,0
12030,2016,17812,-73.9459685,40.62199482,1,0,0,1,1,0,0,1
12031,2016,47204,-73.90604608,40.8134606,1,0,0,1,1,0,0,1
12032,2016,20426,-74.00397602,40.73291502,1,1,0,0,1,1,0,0
12033,2016,22587,-73.97488727,40.75592379,1,1,0,0,1,1,0,0
12034,2016,9363,-74.11175008,40.63764576,1,0,0,1,1,0,0,1
12035,2016,37441,-73.78356076,40.71271079,1,1,0,0,1,1,0,0
12036,2016,42842,-73.92812468,40.81172457,1,0,1,0,1,0,1,0
12037,2016,41786,-73.91708899,40.7613203,5,3,1,1,1,1,1,1
12038,2016,39497,-73.72974651,40.66433059,1,0,0,1,1,0,0,1
12039,2016,53467,-73.8652089,40.87140765,2,2,0,0,1,1,0,0
12040,2016,18953,-73.95075133,40.66718143,1,0,0,1,1,0,0,1
12041,2016,27885,-73.91622342,40.69902793,1,0,1,0,1,0,1,0
12042,2016,18167,-73.96465439,40.65088773,1,1,0,0,1,1,0,0
12043,2016,14211,-73.98408782,40.63929771,1,1,0,0,1,1,0,0
12044,2016,40244,-73.73620728,40.7032788,1,0,0,1,1,0,0,1
12045,2016,34914,-73.81443932,40.70440215,5,0,0,5,1,0,0,1
12046,2016,16794,-73.95805392,40.58675444,2,0,0,2,1,0,0,1
12047,2016,18227,-73.95810672,40.64651801,5,1,0,4,1,1,0,1
12048,2016,37208,-73.79165401,40.70485667,1,0,0,1,1,0,0,1
12049,2016,14872,-73.99224262,40.68003113,1,1,0,0,1,1,0,0
12050,2016,3912,-74.16040113,40.60980683,3,0,0,3,1,0,0,1
12051,2016,39248,-73.74001752,40.66474795,2,1,0,1,1,1,0,1
12052,2016,24875,-73.93873776,40.58389904,1,1,0,0,1,1,0,0
12053,2016,2968,-74.17583489,40.55424414,1,0,0,1,1,0,0,1
12054,2016,41797,-73.91738877,40.76501988,7,3,0,4,1,1,0,1
12055,2016,14971,-73.9869952,40.68376501,1,0,0,1,1,0,0,1
12056,2016,41547,-73.93009994,40.75887987,4,1,0,3,1,1,0,1
12057,2016,41853,-73.9138966,40.75981817,1,1,0,0,1,1,0,0
12058,2016,42517,-73.93945691,40.81602642,4,3,1,0,1,1,1,0
12059,2016,25625,-73.92948143,40.62503206,1,0,0,1,1,0,0,1
12060,2016,21209,-73.99820871,40.75586866,1,0,0,1,1,0,0,1
12061,2016,54080,-73.83657599,40.87137273,2,1,0,1,1,1,0,1
12062,2016,4139,-74.16016346,40.63714447,3,0,0,3,1,0,0,1
12063,2016,23671,-73.9516085,40.78785804,2,0,1,1,1,0,1,1
12064,2016,17396,-73.96727203,40.60725572,4,0,0,4,1,0,0,1
12065,2016,19944,-73.9434401,40.70878089,7,0,0,7,1,0,0,1
12066,2016,48101,-73.88986133,40.83612811,1,1,0,0,1,1,0,0
12067,2016,11306,-74.0763935,40.64227433,2,2,0,0,1,1,0,0
12068,2016,25609,-73.93075813,40.61871039,1,0,0,1,1,0,0,1
12069,2016,61165,-73.75109214,40.72100714,1,0,0,1,1,0,0,1
12070,2016,61105,-73.75260816,40.72558049,1,1,0,0,1,1,0,0
12071,2016,14888,-73.99090315,40.68608243,1,0,1,0,1,0,1,0
12072,2016,61674,-73.75940884,40.76184058,5,0,0,5,1,0,0,1
12073,2016,34968,-73.80988229,40.69137361,2,0,0,2,1,0,0,1
12074,2016,13075,-73.98548008,40.59787571,1,1,0,0,1,1,0,0
12075,2016,22505,-73.97833215,40.75410003,2,1,1,0,1,1,1,0
12076,2016,9484,-74.09829657,40.64321326,1,0,0,1,1,0,0,1
12077,2016,29579,-73.88356683,40.67109959,1,1,0,0,1,1,0,0
12078,2016,48761,-73.89740323,40.86747419,1,1,0,0,1,1,0,0
12079,2016,43439,-73.93757542,40.82676277,2,1,0,1,1,1,0,1
12080,2016,13954,-74.00557995,40.65319805,4,0,0,4,1,0,0,1
12081,2016,2281,-74.17784336,40.54073817,5,0,0,5,1,0,0,1
12082,2016,43775,-73.92526527,40.83477378,2,0,0,2,1,0,0,1
12083,2016,40701,-73.93617014,40.73767621,1,0,0,1,1,0,0,1
12084,2016,43700,-73.9318501,40.84680263,4,0,0,4,1,0,0,1
12085,2016,20832,-73.98958259,40.73986498,3,0,2,1,1,0,1,1
12086,2016,20895,-73.98440309,40.72486294,2,0,0,2,1,0,0,1
12087,2016,36665,-73.77722924,40.67965272,5,2,0,3,1,1,0,1
12088,2016,42518,-73.93899152,40.81666228,4,0,1,3,1,0,1,1
12089,2016,47456,-73.89042042,40.82314419,1,1,0,0,1,1,0,0
12090,2016,11773,-74.02462461,40.61738902,1,0,0,1,1,0,0,1
12091,2016,50559,-73.83728125,40.7189861,1,1,0,0,1,1,0,0
12092,2016,14241,-73.98201469,40.63439528,3,1,0,2,1,1,0,1
12093,2016,67074,-73.85517915,40.73703262,1,0,0,1,1,0,0,1
12094,2016,44437,-73.92678603,40.85994437,1,1,0,0,1,1,0,0
12095,2016,46489,-73.89373446,40.75468076,2,0,1,1,1,0,1,1
12096,2016,31889,-73.8424425,40.68719942,3,0,0,3,1,0,0,1
12097,2016,68977,-73.82376245,40.77850455,1,1,0,0,1,1,0,0
12098,2016,26221,-73.92959436,40.65386195,6,0,1,5,1,0,1,1
12099,2016,20916,-73.98354867,40.73426072,7,0,1,6,1,0,1,1
12100,2016,43050,-73.9165887,40.8081333,4,0,0,4,1,0,0,1
12101,2016,25431,-73.9415089,40.6296776,1,0,0,1,1,0,0,1
12102,2016,17089,-73.94751156,40.60455107,1,0,0,1,1,0,0,1
12103,2016,9836,-74.08351895,40.60574032,3,0,0,3,1,0,0,1
12104,2016,13843,-74.01016057,40.63491234,5,4,1,0,1,1,1,0
12105,2016,17705,-73.95070947,40.62147438,13,0,1,12,1,0,1,1
12106,2016,31783,-73.84609429,40.68423992,20,2,0,18,1,1,0,1
12107,2016,36205,-73.79722522,40.68535946,6,1,0,5,1,1,0,1
12108,2016,40231,-73.73665171,40.69794981,2,0,0,2,1,0,0,1
12109,2016,50694,-73.87037881,40.74906408,4,0,3,1,1,0,1,1
12110,2016,31729,-73.84751392,40.66991013,1,0,0,1,1,0,0,1
12111,2016,21387,-73.9881771,40.74828882,1,0,1,0,1,0,1,0
12112,2016,13745,-73.98244954,40.61635289,4,0,0,4,1,0,0,1
12113,2016,22633,-73.97092848,40.74518277,1,0,0,1,1,0,0,1
12114,2016,36096,-73.76890008,40.65821172,1,1,0,0,1,1,0,0
12115,2016,54497,-73.84781739,40.90455425,4,0,0,4,1,0,0,1
12116,2016,60163,-73.79326645,40.78642969,2,0,0,2,1,0,0,1
12117,2016,30857,-73.83626145,40.58008237,7,0,1,6,1,0,1,1
12118,2016,18012,-73.96879099,40.63925593,6,3,0,3,1,1,0,1
12119,2016,48693,-73.90003814,40.8721361,1,1,0,0,1,1,0,0
12120,2016,52273,-73.84613221,40.82442543,1,0,0,1,1,0,0,1
12121,2016,53423,-73.86726558,40.87982465,1,0,0,1,1,0,0,1
12122,2016,11629,-74.03275212,40.61932302,1,1,0,0,1,1,0,0
12123,2016,8577,-74.1169001,40.61423258,1,0,0,1,1,0,0,1
12124,2016,9577,-74.09027739,40.63549903,1,1,0,0,1,1,0,0
12125,2016,29895,-73.90472687,40.70105459,2,0,0,2,1,0,0,1
12126,2016,129,-74.24690265,40.50904526,1,1,0,0,1,1,0,0
12127,2016,53733,-73.85217338,40.85849916,2,1,0,1,1,1,0,1
12128,2016,39820,-73.75348849,40.70182321,3,0,0,3,1,0,0,1
12129,2016,48496,-73.87399238,40.83423189,4,0,0,4,1,0,0,1
12130,2016,19774,-73.95040589,40.70665275,4,0,0,4,1,0,0,1
12131,2016,48052,-73.89433599,40.84648668,4,2,0,2,1,1,0,1
12132,2016,55822,-73.81454044,40.7688788,1,0,0,1,1,0,0,1
12133,2016,39400,-73.73299602,40.6626572,7,0,0,7,1,0,0,1
12134,2016,20310,-74.00662032,40.7364317,1,0,0,1,1,0,0,1
12135,2016,22768,-73.96498855,40.766609,1,1,0,0,1,1,0,0
12136,2016,26745,-73.93715847,40.6637526,5,1,0,4,1,1,0,1
12137,2016,17640,-73.9566895,40.62081786,1,0,0,1,1,0,0,1
12138,2016,43614,-73.93286121,40.85050658,1,1,0,0,1,1,0,0
12139,2016,12114,-74.02050668,40.63470634,1,0,0,1,1,0,0,1
12140,2016,39318,-73.7370829,40.66524704,5,0,1,4,1,0,1,1
12141,2016,19483,-73.96160068,40.69899724,1,0,0,1,1,0,0,1
12142,2016,29003,-73.88465216,40.65345165,2,0,0,2,1,0,0,1
12143,2016,28855,-73.8930866,40.65751669,6,0,0,6,1,0,0,1
12144,2016,17682,-73.95123001,40.60902271,3,0,1,2,1,0,1,1
12145,2016,9059,-74.09748868,40.61025979,8,0,0,8,1,0,0,1
12146,2016,29756,-73.87742686,40.68001444,17,0,0,17,1,0,0,1
12147,2016,29748,-73.8758956,40.67743072,2,0,0,2,1,0,0,1
12148,2016,61223,-73.74564011,40.71776609,2,1,0,1,1,1,0,1
12149,2016,55535,-73.83085305,40.76799884,2,0,0,2,1,0,0,1
12150,2016,56588,-73.80659229,40.77583186,1,0,0,1,1,0,0,1
12151,2016,51492,-73.83506329,40.7637471,2,0,1,1,1,0,1,1
12152,2016,49943,-73.8602259,40.7293547,4,1,0,3,1,1,0,1
12153,2016,8090,-74.09844001,40.58124171,1,0,0,1,1,0,0,1
12154,2016,33838,-73.82421256,40.66613753,1,0,0,1,1,0,0,1
12155,2016,48500,-73.8738634,40.83598936,1,0,0,1,1,0,0,1
12156,2016,30517,-73.8754784,40.71312041,3,1,1,1,1,1,1,1
12157,2016,46928,-73.87188583,40.75511355,2,0,0,2,1,0,0,1
12158,2016,36643,-73.77522379,40.66791507,3,0,0,3,1,0,0,1
12159,2016,35187,-73.80456208,40.69492088,1,0,0,1,1,0,0,1
12160,2016,27054,-73.91838191,40.66900225,2,2,0,0,1,1,0,0
12161,2016,20120,-74.01059905,40.72982629,1,1,0,0,1,1,0,0
12162,2016,43174,-73.91351978,40.81954193,2,1,0,1,1,1,0,1
12163,2016,44217,-73.91112232,40.8494181,2,1,0,1,1,1,0,1
12164,2016,23401,-73.97030068,40.78397541,1,0,0,1,1,0,0,1
12165,2016,43506,-73.93767237,40.84839273,3,3,0,0,1,1,0,0
12166,2016,58712,-73.78482734,40.72801171,1,0,0,1,1,0,0,1
12167,2016,47852,-73.89996793,40.83765476,1,0,0,1,1,0,0,1
12168,2016,13432,-73.99859543,40.62050169,1,1,0,0,1,1,0,0
12169,2016,36889,-73.76624894,40.66851037,1,1,0,0,1,1,0,0
12170,2016,32577,-73.84644009,40.69502576,1,0,0,1,1,0,0,1
12171,2016,6281,-74.14185545,40.62853992,1,0,0,1,1,0,0,1
12172,2016,33907,-73.82015081,40.66657376,2,0,0,2,1,0,0,1
12173,2016,20362,-74.00392928,40.72085444,4,0,2,2,1,0,1,1
12174,2016,28846,-73.895728,40.65626209,1,0,0,1,1,0,0,1
12175,2016,18324,-73.95664922,40.65830579,1,0,1,0,1,0,1,0
12176,2016,50084,-73.85582373,40.71970203,1,0,1,0,1,0,1,0
12177,2016,20853,-73.9879824,40.74087265,4,1,0,3,1,1,0,1
12178,2016,27679,-73.92844937,40.70618144,1,0,1,0,1,0,1,0
12179,2016,9688,-74.08715168,40.57935752,4,0,0,4,1,0,0,1
12180,2016,20897,-73.98353501,40.72605278,2,0,1,1,1,0,1,1
12181,2016,57364,-73.83177094,40.84531033,1,0,0,1,1,0,0,1
12182,2016,16799,-73.96057231,40.59018143,2,0,0,2,1,0,0,1
12183,2016,23261,-73.97691168,40.77490912,1,0,1,0,1,0,1,0
12184,2016,53283,-73.83566721,40.83867158,2,1,0,1,1,1,0,1
12185,2016,42068,-73.93725705,40.79347431,3,0,0,3,1,0,0,1
12186,2016,33751,-73.83108271,40.67815137,1,0,0,1,1,0,0,1
12187,2016,15260,-74.00937157,40.70861378,1,0,1,0,1,0,1,0
12188,2016,11068,-74.06098906,40.60710041,1,0,0,1,1,0,0,1
12189,2016,37225,-73.78906434,40.70984092,1,0,0,1,1,0,0,1
12190,2016,13796,-74.01277538,40.63929563,2,0,1,1,1,0,1,1
12191,2016,36358,-73.78973076,40.6837841,4,0,0,4,1,0,0,1
12192,2016,49097,-73.8817552,40.88012251,2,1,0,1,1,1,0,1
12193,2016,19578,-73.95988917,40.70303231,1,0,0,1,1,0,0,1
12194,2016,48136,-73.88979565,40.84860809,2,0,0,2,1,0,0,1
12195,2016,18900,-73.95575001,40.67680744,1,0,1,0,1,0,1,0
12196,2016,42481,-73.93590512,40.79956709,2,2,0,0,1,1,0,0
12197,2016,17649,-73.95443415,40.62594456,4,1,0,3,1,1,0,1
12198,2016,54467,-73.84590569,40.88974137,1,0,0,1,1,0,0,1
12199,2016,20579,-73.99575172,40.72089344,1,1,0,0,1,1,0,0
12200,2016,43756,-73.9256541,40.82628498,1,0,0,1,1,0,0,1
12201,2016,23365,-73.97273229,40.79334996,2,1,1,0,1,1,1,0
12202,2016,21636,-73.98724034,40.77601694,2,2,0,0,1,1,0,0
12203,2016,9334,-74.1127939,40.63753081,2,0,0,2,1,0,0,1
12204,2016,50718,-73.86881791,40.75918354,2,2,0,0,1,1,0,0
12205,2016,56081,-73.83456165,40.7862087,1,0,1,0,1,0,1,0
12206,2016,37455,-73.77919839,40.69165057,15,2,0,13,1,1,0,1
12207,2016,26367,-73.92359855,40.65605314,2,0,0,2,1,0,0,1
12208,2016,55505,-73.82782526,40.7542509,8,6,0,2,1,1,0,1
12209,2016,46474,-73.89454041,40.74867952,1,1,0,0,1,1,0,0
12210,2016,59190,-73.79241576,40.74677487,7,0,0,7,1,0,0,1
12211,2016,46881,-73.87602198,40.770312,12,0,0,12,1,0,0,1
12212,2016,13193,-74.01478487,40.6201248,2,0,0,2,1,0,0,1
12213,2016,23705,-73.94712168,40.77592982,1,1,0,0,1,1,0,0
12214,2016,19416,-73.96738275,40.70763733,1,0,0,1,1,0,0,1
12215,2016,15002,-73.98569949,40.67397603,4,0,1,3,1,0,1,1
12216,2016,57798,-73.83338273,40.85560586,3,1,0,2,1,1,0,1
12217,2016,10195,-74.0650024,40.605314,1,0,0,1,1,0,0,1
12218,2016,19678,-73.95570384,40.70487569,2,0,0,2,1,0,0,1
12219,2016,22373,-73.9447337,40.71664861,2,0,0,2,1,0,0,1
12220,2016,44905,-73.91330685,40.8871005,1,0,1,0,1,0,1,0
12221,2016,42532,-73.93722321,40.82418336,1,1,0,0,1,1,0,0
12222,2016,13858,-74.00928151,40.64265634,1,1,0,0,1,1,0,0
12223,2016,29442,-73.89126986,40.67643176,1,1,0,0,1,1,0,0
12224,2016,47455,-73.8913097,40.82498097,2,1,0,1,1,1,0,1
12225,2016,26166,-73.93253906,40.65368408,3,0,0,3,1,0,0,1
12226,2016,21344,-73.99013379,40.75165881,3,2,1,0,1,1,1,0
12227,2016,42133,-73.92939495,40.77148772,2,0,0,2,1,0,0,1
12228,2016,12145,-74.02019621,40.63913872,2,0,1,1,1,0,1,1
12229,2016,19227,-73.97478664,40.69800481,3,1,2,0,1,1,1,0
12230,2016,27297,-73.9093811,40.68451293,1,0,0,1,1,0,0,1
12231,2016,100362,-73.78592681,40.66630746,3,0,0,3,1,0,0,1
12232,2016,41989,-73.94103021,40.78504152,2,0,0,2,1,0,0,1
12233,2016,35118,-73.80680723,40.70177618,1,1,0,0,1,1,0,0
12234,2016,18329,-73.9534294,40.6358371,13,0,2,11,1,0,1,1
12235,2016,42549,-73.93266304,40.8040651,9,0,0,9,1,0,0,1
12236,2016,42914,-73.92427981,40.80718672,10,1,7,2,1,1,1,1
12237,2016,3009,-74.17257115,40.55212614,1,0,0,1,1,0,0,1
12238,2016,46076,-73.87454293,40.72893534,1,0,0,1,1,0,0,1
12239,2016,52229,-73.85158059,40.82071148,1,0,0,1,1,0,0,1
12240,2016,42845,-73.92728834,40.81358899,1,1,0,0,1,1,0,0
12241,2016,1971,-74.19267129,40.53363349,1,0,0,1,1,0,0,1
12242,2016,29932,-73.9048945,40.71285681,2,1,0,1,1,1,0,1
12243,2016,5956,-74.1557617,40.62590925,1,0,0,1,1,0,0,1
12244,2016,47827,-73.90223927,40.82959811,2,0,0,2,1,0,0,1
12245,2016,9436,-74.10454839,40.63469898,1,1,0,0,1,1,0,0
12246,2016,43135,-73.91248552,40.8047245,35,3,1,31,1,1,1,1
12247,2016,22037,-73.95864836,40.72118035,2,0,0,2,1,0,0,1
12248,2016,55635,-73.82086993,40.75602283,3,2,0,1,1,1,0,1
12249,2016,34950,-73.81290741,40.68982747,2,1,0,1,1,1,0,1
12250,2016,49827,-73.86747169,40.74209572,5,3,2,0,1,1,1,0
12251,2016,49202,-73.87595633,40.87986554,2,0,0,2,1,0,0,1
12252,2016,35101,-73.8078809,40.70118807,2,2,0,0,1,1,0,0
12253,2016,19553,-73.96019689,40.69846273,2,0,0,2,1,0,0,1
12254,2016,55920,-73.80825719,40.75669194,1,0,0,1,1,0,0,1
12255,2016,63103,-73.70875354,40.75162583,2,0,0,2,1,0,0,1
12256,2016,10676,-74.07853596,40.62493911,1,1,0,0,1,1,0,0
12257,2016,22116,-73.95749345,40.72552342,2,0,2,0,1,0,1,0
12258,2016,37981,-73.75876847,40.60095896,2,0,0,2,1,0,0,1
12259,2016,11142,-74.0865238,40.64256408,1,0,0,1,1,0,0,1
12260,2016,38820,-73.75699534,40.66774127,1,1,0,0,1,1,0,0
12261,2016,47271,-73.90257859,40.81736979,5,1,0,4,1,1,0,1
12262,2016,30205,-73.89401869,40.71244055,1,0,0,1,1,0,0,1
12263,2016,18431,-73.94937004,40.64892305,1,0,0,1,1,0,0,1
12264,2016,54952,-73.82080029,40.74260196,1,0,0,1,1,0,0,1
12265,2016,25902,-73.91192692,40.61368449,2,1,0,1,1,1,0,1
12266,2016,27600,-73.93207285,40.70778579,1,0,1,0,1,0,1,0
12267,2016,69735,-73.92105082,40.66331386,3,1,0,2,1,1,0,1
12268,2016,22798,-73.96432544,40.75638153,2,1,0,1,1,1,0,1
12269,2016,32555,-73.84696301,40.68840199,1,0,0,1,1,0,0,1
12270,2016,65705,-73.83233509,40.7007652,1,0,0,1,1,0,0,1
12271,2016,21442,-73.98549602,40.74715233,8,4,2,2,1,1,1,1
12272,2016,46753,-73.88113748,40.74792729,1,0,1,0,1,0,1,0
12273,2016,22688,-73.97075064,40.7616087,2,1,1,0,1,1,1,0
12274,2016,48059,-73.89557756,40.84785464,3,0,0,3,1,0,0,1
12275,2016,17276,-73.97348374,40.61137106,4,2,2,0,1,1,1,0
12276,2016,22584,-73.97213617,40.75394323,4,0,3,1,1,0,1,1
12277,2016,16166,-73.97996199,40.7139727,1,1,0,0,1,1,0,0
12278,2016,18744,-73.96753197,40.68176878,13,2,4,7,1,1,1,1
12279,2016,53758,-73.85008483,40.8653343,1,0,0,1,1,0,0,1
12280,2016,15930,-73.98662051,40.71046459,3,1,2,0,1,1,1,0
12281,2016,14853,-73.99187163,40.67694636,3,0,3,0,1,0,1,0
12282,2016,47283,-73.90084561,40.82154142,2,0,1,1,1,0,1,1
12283,2016,42927,-73.92475459,40.81437982,4,0,0,4,1,0,0,1
12284,2016,39852,-73.75470078,40.71471005,3,0,0,3,1,0,0,1
12285,2016,32029,-73.83517875,40.66544224,2,1,0,1,1,1,0,1
12286,2016,16594,-73.96615023,40.58666882,12,3,1,8,1,1,1,1
12287,2016,24185,-73.95174484,40.81957262,1,1,0,0,1,1,0,0
12288,2016,30221,-73.89062472,40.69143619,13,1,1,11,1,1,1,1
12289,2016,50118,-73.85546561,40.73431945,1,1,0,0,1,1,0,0
12290,2016,26817,-73.93487211,40.67959309,3,2,0,1,1,1,0,1
12291,2016,29568,-73.88441121,40.66778496,2,1,0,1,1,1,0,1
12292,2016,46133,-73.87277208,40.7360462,2,2,0,0,1,1,0,0
12293,2016,24346,-73.94946177,40.83096212,9,0,0,9,1,0,0,1
12294,2016,9390,-74.11081632,40.64463962,2,0,0,2,1,0,0,1
12295,2016,10691,-74.0775177,40.62774313,1,0,0,1,1,0,0,1
12296,2016,31862,-73.84463991,40.68029538,3,2,0,1,1,1,0,1
12297,2016,35229,-73.80357252,40.70523323,3,1,0,2,1,1,0,1
12298,2016,6965,-74.1365409,40.63334296,1,0,0,1,1,0,0,1
12299,2016,4792,-74.14696129,40.57326744,7,0,0,7,1,0,0,1
12300,2016,11121,-74.08491322,40.63363992,2,1,0,1,1,1,0,1
12301,2016,20735,-73.99361688,40.73600449,10,4,0,6,1,1,0,1
12302,2016,30686,-73.85649612,40.5753248,1,0,0,1,1,0,0,1
12303,2016,25804,-73.92062506,40.62397879,1,0,1,0,1,0,1,0
12304,2016,62855,-73.70557469,40.73792336,1,0,0,1,1,0,0,1
12305,2016,52000,-73.86198236,40.81713535,5,0,0,5,1,0,0,1
12306,2016,17868,-73.97657659,40.64400387,1,0,1,0,1,0,1,0
12307,2016,16759,-73.9601051,40.58340836,2,0,0,2,1,0,0,1
12308,2016,18547,-73.97588854,40.67382774,1,0,0,1,1,0,0,1
12309,2016,46295,-73.90121348,40.75390221,3,0,0,3,1,0,0,1
12310,2016,9162,-74.08876049,40.60728817,1,0,0,1,1,0,0,1
12311,2016,23937,-73.96205559,40.81053327,1,0,0,1,1,0,0,1
12312,2016,27325,-73.94226698,40.70163655,2,1,1,0,1,1,1,0
12313,2016,45723,-73.88666827,40.74117814,1,1,0,0,1,1,0,0
12314,2016,58397,-73.81703028,40.88691141,3,0,0,3,1,0,0,1
12315,2016,61065,-73.75729506,40.73873194,2,1,0,1,1,1,0,1
12316,2016,28560,-73.88597589,40.63047086,3,1,0,2,1,1,0,1
12317,2016,60970,-73.76001572,40.72178036,2,0,0,2,1,0,0,1
12318,2016,34195,-73.80622003,40.68280412,3,1,0,2,1,1,0,1
12319,2016,47988,-73.8992717,40.85224936,1,1,0,0,1,1,0,0
12320,2016,25688,-73.92766031,40.62621108,1,1,0,0,1,1,0,0
12321,2016,46003,-73.87698353,40.73490761,1,1,0,0,1,1,0,0
12322,2016,21713,-73.97965233,40.77115533,1,1,0,0,1,1,0,0
12323,2016,21749,-73.98116542,40.78435382,3,1,0,2,1,1,0,1
12324,2016,62843,-73.7050869,40.733878,1,0,0,1,1,0,0,1
12325,2016,14159,-73.99289981,40.64461818,2,0,0,2,1,0,0,1
12326,2016,41525,-73.93195864,40.75197426,2,1,1,0,1,1,1,0
12327,2016,16380,-73.97600968,40.59897846,1,0,0,1,1,0,0,1
12328,2016,40014,-73.74681879,40.70913318,2,0,0,2,1,0,0,1
12329,2016,32423,-73.85567422,40.69717936,4,2,0,2,1,1,0,1
12330,2016,31206,-73.86948501,40.66354539,10,2,0,8,1,1,0,1
12331,2016,54000,-73.83995915,40.87241369,2,0,1,1,1,0,1,1
12332,2016,453,-74.23896885,40.53275096,1,0,0,1,1,0,0,1
12333,2016,26887,-73.92945249,40.68490277,2,0,1,1,1,0,1,1
12334,2016,28515,-73.89977223,40.63016751,1,0,0,1,1,0,0,1
12335,2016,48611,-73.90470854,40.8746167,3,0,0,3,1,0,0,1
12336,2016,43065,-73.91608914,40.81296557,3,1,0,2,1,1,0,1
12337,2016,33764,-73.82910474,40.68272173,7,1,0,6,1,1,0,1
12338,2016,32313,-73.85850081,40.6883754,1,1,0,0,1,1,0,0
12339,2016,26973,-73.92272714,40.66736506,3,0,0,3,1,0,0,1
12340,2016,42538,-73.93445467,40.80141918,1,1,0,0,1,1,0,0
12341,2016,19018,-73.9472295,40.67505271,1,0,0,1,1,0,0,1
12342,2016,13869,-74.00966413,40.64926926,1,0,0,1,1,0,0,1
12343,2016,12991,-73.98818679,40.6004119,3,0,0,3,1,0,0,1
12344,2016,25770,-73.91970929,40.60730216,2,0,0,2,1,0,0,1
12345,2016,36922,-73.76383169,40.67363389,4,0,0,4,1,0,0,1
12346,2016,12042,-74.02762395,40.63880495,1,1,0,0,1,1,0,0
12347,2016,33940,-73.81958778,40.67900661,13,0,0,13,1,0,0,1
12348,2016,18626,-73.97271615,40.67752281,4,0,1,3,1,0,1,1
12349,2016,17219,-73.97891151,40.61975527,2,1,0,1,1,1,0,1
12350,2016,44078,-73.91481756,40.83599039,2,2,0,0,1,1,0,0
12351,2016,13536,-73.99399551,40.62977592,1,1,0,0,1,1,0,0
12352,2016,21429,-73.98905077,40.76844009,3,1,0,2,1,1,0,1
12353,2016,25798,-73.91826563,40.61948428,3,0,0,3,1,0,0,1
12354,2016,28616,-73.90377395,40.64165286,1,0,0,1,1,0,0,1
12355,2016,64951,-73.88758613,40.88425562,2,0,0,2,1,0,0,1
12356,2016,49806,-73.87009418,40.73652188,1,1,0,0,1,1,0,0
12357,2016,48914,-73.89243509,40.8686206,1,0,0,1,1,0,0,1
12358,2016,20592,-73.99546479,40.7216197,1,0,1,0,1,0,1,0
12359,2016,64536,-73.86613699,40.872884,1,0,0,1,1,0,0,1
12360,2016,3833,-74.16562828,40.61138425,3,0,0,3,1,0,0,1
12361,2016,26626,-73.9107641,40.64224565,1,0,0,1,1,0,0,1
12362,2016,49198,-73.87444868,40.87678727,3,0,0,3,1,0,0,1
12363,2016,28815,-73.89599012,40.63822614,1,1,0,0,1,1,0,0
12364,2016,51021,-73.85579909,40.75440953,1,0,0,1,1,0,0,1
12365,2016,22465,-73.97860713,40.74505783,2,2,0,0,1,1,0,0
12366,2016,51350,-73.84191609,40.75826078,1,1,0,0,1,1,0,0
12367,2016,34489,-73.82970189,40.69166326,1,1,0,0,1,1,0,0
12368,2016,21381,-73.98961683,40.74727642,8,4,3,1,1,1,1,1
12369,2016,51192,-73.84585236,40.7604554,4,1,0,3,1,1,0,1
12370,2016,17149,-73.94645887,40.58882962,1,0,0,1,1,0,0,1
12371,2016,13876,-74.0105913,40.65165412,1,0,0,1,1,0,0,1
12372,2016,27770,-73.92385148,40.7076763,1,0,0,1,1,0,0,1
