NODEID,Lon,Lat,MN,YR,Injuries_COUNT,PedInjurie_COUNT,BikeInjuri_COUNT,MVOInjurie_COUNT,Injuries,PedInjurie,BikeInjuri,MVOInjurie,bike_priority_districts,enhanced_crossings,leading_pedestrian_interval_signals,left_turn_traffic_calming,neighborhood_slow_zones,safe_streets_for_seniors,signal_timing,speed_humps,street_improvement_projects_corridors,vz_priority_corridors,vz_priority_intersections,vz_priority_zones,arterial_slow_zones,nyc_bike_routes_20170707
37590,-73.77537421,40.71167751,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37591,-73.7745005,40.71194578,12,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37591,-73.7745005,40.71194578,1,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37592,-73.77712347,40.71426199,5,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
37593,-73.77665012,40.71272657,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37594,-73.77618628,40.71448557,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37595,-73.77615816,40.71284692,10,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37596,-73.77602686,40.7153371,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37597,-73.77571458,40.71459845,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37598,-73.77526124,40.71307368,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37599,-73.77529928,40.71469631,6,2016,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
37599,-73.77529928,40.71469631,4,2016,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
37599,-73.77529928,40.71469631,1,2016,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
37600,-73.77437591,40.7133057,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37601,-73.77444238,40.71490504,11,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37602,-73.77371999,40.69297349,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37603,-73.77329279,40.69307652,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37604,-73.77291986,40.6916021,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37605,-73.77278336,40.69312407,5,2016,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37606,-73.77206309,40.69189401,12,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37607,-73.77211881,40.69302924,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37608,-73.77162805,40.69296107,11,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37609,-73.77136011,40.69187537,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37610,-73.77120791,40.69218269,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37611,-73.77037957,40.69246268,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37612,-73.77079912,40.69284456,4,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37613,-73.77111064,40.69322979,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37614,-73.7705148,40.69280184,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37615,-73.77337644,40.69438287,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37616,-73.77261407,40.69480451,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37617,-73.77185785,40.69522005,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37618,-73.7710996,40.69564005,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37619,-73.77035299,40.69365031,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37620,-73.77034372,40.69605956,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37621,-73.77326444,40.69668771,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37622,-73.77250788,40.69710884,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37623,-73.77224423,40.69804327,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37624,-73.77212146,40.69869935,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37625,-73.77175093,40.69753066,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37626,-73.77087656,40.69830076,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37627,-73.77028772,40.69767697,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37628,-73.77036628,40.69892895,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37629,-73.77343833,40.70007532,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37630,-73.77318719,40.70018646,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37631,-73.77293507,40.70029492,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37632,-73.77274622,40.70037865,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37633,-73.77272433,40.70126222,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37634,-73.77230769,40.70057151,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37635,-73.77165789,40.6995053,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37636,-73.7718268,40.69979089,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37637,-73.77137893,40.69901495,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37638,-73.77135515,40.70124368,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37639,-73.77113969,40.69928536,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37640,-73.77092425,40.70089127,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37641,-73.77082001,40.70099157,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37642,-73.77014191,40.70052795,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37643,-73.77353391,40.70262043,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37644,-73.77312772,40.70194728,8,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37644,-73.77312772,40.70194728,2,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37645,-73.77122405,40.70319818,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37646,-73.77088281,40.70440275,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37647,-73.77059555,40.70267249,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37648,-73.7730235,40.70485788,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37649,-73.77277518,40.70480951,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37650,-73.77292084,40.70539818,8,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37650,-73.77292084,40.70539818,7,2016,4,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37651,-73.7719133,40.70464652,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37652,-73.77203987,40.70554035,3,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37653,-73.77113662,40.70568393,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37654,-73.77346837,40.70726716,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37655,-73.77259835,40.70755962,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37656,-73.77170687,40.7077284,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37658,-73.77056569,40.70793557,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37659,-73.77364683,40.7122091,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37660,-73.77314372,40.70992119,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37661,-73.77298424,40.71122232,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37662,-73.7728078,40.71246756,7,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37663,-73.77229774,40.71015623,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37664,-73.77215743,40.71148761,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37665,-73.77172445,40.71031682,7,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37666,-73.77134167,40.71179881,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37667,-73.77065839,40.71081884,7,2016,3,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
37667,-73.77065839,40.71081884,6,2016,6,0,0,6,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
37667,-73.77065839,40.71081884,4,2016,2,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
37667,-73.77065839,40.71081884,3,2016,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
37667,-73.77065839,40.71081884,2,2016,3,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
37667,-73.77065839,40.71081884,10,2016,3,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
37668,-73.77053806,40.7121103,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37669,-73.77354471,40.71356402,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37670,-73.77357135,40.7151201,1,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37671,-73.77273838,40.71387571,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37672,-73.77275859,40.71539722,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37673,-73.77200261,40.71277547,7,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37674,-73.77194119,40.71418912,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37675,-73.77119733,40.71308772,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37676,-73.77113435,40.71450194,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37677,-73.77039452,40.7134002,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37678,-73.77032793,40.71481071,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37679,-73.76963062,40.69268094,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37680,-73.7694656,40.69265345,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37681,-73.7681338,40.69245511,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37682,-73.7666835,40.69224993,2,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37683,-73.76959643,40.69407045,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37684,-73.76883809,40.6944917,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37685,-73.76879655,40.69616438,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37686,-73.76758573,40.69497529,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37687,-73.76701093,40.69440913,3,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37688,-73.76686097,40.69589549,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37689,-73.76987544,40.6963242,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37690,-73.76969923,40.69706555,1,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37691,-73.76957297,40.69856689,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37692,-73.76929414,40.6966503,8,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37693,-73.76883363,40.69690446,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37694,-73.76879277,40.69820014,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37695,-73.76857574,40.69703101,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37696,-73.76797808,40.69782166,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37697,-73.76727993,40.69721672,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37698,-73.76714163,40.69742808,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37699,-73.7666948,40.69658445,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37700,-73.76651442,40.69726537,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37701,-73.76680996,40.69729715,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37702,-73.76936796,40.70016965,3,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37703,-73.76858373,40.69980786,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37704,-73.76837743,40.70141265,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37705,-73.76779883,40.69944068,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37706,-73.76758724,40.70105259,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37707,-73.76698201,40.69906471,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37708,-73.76680273,40.70068708,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37709,-73.76998881,40.70214019,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37710,-73.76983267,40.70413042,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37711,-73.76949369,40.70404631,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37712,-73.76914434,40.70177176,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37713,-73.76920714,40.70260615,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37714,-73.76867689,40.70235787,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37715,-73.76880624,40.70385973,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37716,-73.76848382,40.70308265,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37717,-73.76848279,40.70376855,7,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37717,-73.76848279,40.70376855,6,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37719,-73.76790643,40.7020001,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37720,-73.76780766,40.7035743,8,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37721,-73.76750704,40.70372448,11,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37722,-73.76744054,40.70258405,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37723,-73.76749814,40.70349382,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37724,-73.76721092,40.70336712,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37725,-73.76699141,40.7031409,5,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37725,-73.76699141,40.7031409,12,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37726,-73.76657282,40.70275162,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37727,-73.76665413,40.70333762,6,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37728,-73.76679156,40.70400853,3,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37728,-73.76679156,40.70400853,2,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37729,-73.77000137,40.70587033,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37730,-73.76970887,40.70482608,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37731,-73.76911624,40.7060108,5,2016,4,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37732,-73.76882441,40.70497299,12,2016,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37733,-73.76819335,40.70616061,2,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37733,-73.76819335,40.70616061,11,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37733,-73.76819335,40.70616061,10,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37734,-73.767904,40.70512381,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37735,-73.76725076,40.70631256,5,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37736,-73.76734432,40.70663635,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37737,-73.76705299,40.7054703,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37738,-73.76701442,40.70526813,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37739,-73.76664854,40.70680563,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37740,-73.76968783,40.70808132,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37741,-73.76877991,40.70823617,7,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37742,-73.76900843,40.70908299,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37743,-73.76881217,40.70980812,4,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37743,-73.76881217,40.70980812,11,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37744,-73.76825969,40.70952637,6,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37744,-73.76825969,40.70952637,12,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37744,-73.76825969,40.70952637,11,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37745,-73.76755589,40.70732196,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37746,-73.7677627,40.70799573,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37747,-73.76789086,40.7084064,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37748,-73.76780735,40.70963242,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37749,-73.76719745,40.70936891,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37750,-73.76688933,40.70820079,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37751,-73.77006801,40.71135387,0,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
37752,-73.76962552,40.71178632,3,2016,3,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37752,-73.76962552,40.71178632,1,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37753,-73.76943987,40.71197689,0,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
37754,-73.76903228,40.71034688,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37755,-73.76891646,40.71008226,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37756,-73.76868332,40.71249659,4,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
37757,-73.76859583,40.71248717,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37758,-73.76761375,40.71027539,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37759,-73.7677723,40.71062474,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37760,-73.76637941,40.71055612,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37761,-73.76653201,40.71093829,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37762,-73.76958674,40.71370832,3,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37763,-73.76871443,40.71404581,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
37764,-73.76847096,40.71363903,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37765,-73.76801158,40.71285817,10,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37766,-73.76752172,40.71396168,8,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37766,-73.76752172,40.71396168,6,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37767,-73.76742912,40.71308441,9,2016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37767,-73.76742912,40.71308441,10,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37768,-73.76702859,40.71318693,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37769,-73.76656638,40.71430259,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37770,-73.76653262,40.68798103,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37771,-73.76583038,40.68848591,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37772,-73.76509807,40.68900245,12,2016,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37773,-73.76470293,40.68926715,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37774,-73.76502233,40.68996709,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37775,-73.76461318,40.68932878,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37776,-73.7649366,40.69003023,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37777,-73.76400759,40.68881375,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37778,-73.7643536,40.68950704,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37779,-73.7633733,40.69021438,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37780,-73.76295164,40.68889078,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37781,-73.76316288,40.69036128,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
