FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,YR,NODEID,Lon,Lat,STREET1,STREET2
1258,1,1258,1,1,0,0,2011,53745,-73.85108272,40.86290781,MACE AVENUE,THROOP AVENUE
1259,1,1259,1,1,0,0,2011,41087,-73.92039509,40.73941731,45 STREET,48 AVENUE
1260,1,1260,2,0,0,2,2010,2991,-74.17659366,40.56324133,FUTURITY PLACE,ARTHUR KILL ROAD
1261,1,1261,1,1,0,0,2010,6965,-74.1365409,40.63334296,PORT RICHMOND AVENUE,PALMER AVENUE
1262,1,1262,1,1,0,0,2010,7026,-74.13156293,40.64035598,RICHMOND TERRACE,PORT RICHMOND AVENUE
1263,1,1263,2,0,0,2,2010,9884,-74.0784476,40.59848561,KENSINGTON AVENUE,STEUBEN STREET
1264,1,1264,1,0,0,1,2010,20092,-74.01097294,40.72609537,HOLLAND TUNNEL ENTRANCE,WEST STREET
1265,1,1265,1,1,0,0,2010,20123,-74.01038981,40.73202055,BARROW STREET,WEST STREET
1266,1,1266,1,0,0,1,2010,21078,-74.00795844,40.74681376,11 AVENUE,WEST 20 STREET
1267,1,1267,1,1,0,0,2010,12961,-73.98671582,40.5845685,AVENUE Z,BELT PARKWAY EXIT 6 NORTH WB
1268,1,1268,1,0,1,0,2010,18227,-73.95810672,40.64651801,FLATBUSH AVENUE,TILDEN AVENUE
1269,1,1269,1,0,0,1,2010,17629,-73.95578653,40.61603655,EAST 19 STREET,AVENUE N
1270,1,1270,1,1,0,0,2010,42592,-73.93575548,40.81532558,EAST 139 STREET,WEST 139 STREET
1271,1,1271,1,0,0,1,2010,89757,-73.92591981,40.63757853,PRESTON COURT,KINGS HIGHWAY
1272,1,1272,1,0,0,1,2010,26344,-73.92358493,40.65051944,SNYDER AVENUE,KINGS HIGHWAY
1273,1,1273,1,1,0,0,2010,28102,-73.90230596,40.56212821,ROCKAWAY BREEZY BOULEVARD,BEACH 193 STREET
1274,1,1274,1,0,0,1,2010,28340,-73.90765138,40.59685664,BELT PARKWAY,BELT PARKWAY EXIT 11 NORTH EB
1275,1,1275,1,0,0,1,2010,30205,-73.89401869,40.71244055,METROPOLITAN AVENUE,65 LANE
1276,1,1276,1,1,0,0,2010,52603,-73.86067779,40.83843007,UNIONPORT ROAD,METROPOLITAN OVAL
1277,1,1277,1,0,0,1,2010,32668,-73.84314625,40.70922346,METROPOLITAN AVENUE,J ROBINSON PY WB EN METROPOLITAN
1278,1,1278,1,0,0,1,2010,31161,-73.83633075,40.64532115,CROSS BAY BOULEVARD,NORTH CHANNEL BRIDGE
1279,1,1279,1,0,0,1,2010,33486,-73.83289974,40.63886268,CROSS BAY BOULEVARD,NORTH CHANNEL BRIDGE
1280,1,1280,1,1,0,0,2010,67037,-73.83008223,40.71391391,QUEENS BOULEVARD,80 ROAD
1281,1,1281,1,0,0,1,2010,78984,-73.81610001,40.87165897,HUTCHINSON RIVER PKWY SB EN SHR,HUTCHINSON RIVER PKWY NB EN SHR
1282,1,1282,1,1,0,0,2010,36643,-73.77522379,40.66791507,160 STREET,BELT PARKWAY EXIT 21 A WB
1283,1,1283,2,1,1,0,2010,22814,-73.96431354,40.76059923,2 AVENUE,EAST 59 STREET
1284,1,1284,1,1,0,0,2010,42402,-73.90890276,40.77486146,DITMARS BOULEVARD,35 STREET
1285,1,1285,1,0,0,1,2010,50968,-73.85792759,40.75668485,111 STREET,34 AVENUE
1286,1,1286,1,0,1,0,2010,11133,-74.08720578,40.63989537,HENDRICKS AVENUE,JERSEY STREET
1287,1,1287,1,1,0,0,2010,48893,-73.89177189,40.86187172,DECATUR AVENUE,EAST FORDHAM ROAD
1288,1,1288,1,0,0,1,2010,120,-74.24609063,40.50393985,SWINNERTON STREET,HYLAN BOULEVARD
1289,1,1289,1,0,0,1,2010,54538,-73.84196149,40.88845597,EAST 233 STREET,GRENADA PLACE
1290,1,1290,1,1,0,0,2010,48825,-73.89256393,40.86052273,EAST 189 STREET,WEBSTER AVENUE
1291,1,1291,1,1,0,0,2010,43489,-73.93873075,40.84463611,WADSWORTH AVENUE,WEST 173 STREET
1292,1,1292,1,1,0,0,2010,21485,-73.98336658,40.76604524,8 AVENUE,WEST 56 STREET
1293,1,1293,1,1,0,0,2010,32322,-73.85909673,40.69251931,JAMAICA AVENUE,85 STREET
1294,1,1294,1,0,0,1,2010,58929,-73.77670838,40.72161903,GRAND CENTRAL PARKWAY SR SOUTH,MC LAUGHLIN AVENUE
1295,1,1295,1,1,0,0,2010,33769,-73.82918242,40.68677081,103 AVENUE,114 STREET
1296,1,1296,1,1,0,0,2010,55526,-73.82814744,40.76394106,NORTHERN BOULEVARD,UNION STREET
1297,1,1297,1,1,0,0,2010,28762,-73.89882816,40.64200524,AVENUE J,ROCKAWAY PARKWAY
1298,1,1298,1,1,0,0,2010,17156,-73.94593441,40.59105319,AVENUE Y,EAST 24 STREET
1299,1,1299,1,0,0,1,2010,36341,-73.79170975,40.67930995,119 AVENUE,SUTPHIN BOULEVARD
1300,1,1300,1,0,0,1,2010,13183,-74.01171202,40.61273503,14 AVENUE,86 STREET
1301,1,1301,1,1,0,0,2010,23532,-73.96116614,40.77763555,EAST 81 STREET,MADISON AVENUE
1302,1,1302,1,0,0,1,2010,47926,-73.89756959,40.829423,PROSPECT AVENUE,EAST 169 STREET
1303,1,1303,1,0,0,1,2010,17683,-73.95070513,40.61125045,EAST 23 STREET,AVENUE P
1304,1,1304,1,1,0,0,2010,10409,-74.08456141,40.61980754,LAUREL AVENUE,TARGEE STREET
1305,1,1305,1,1,0,0,2010,42530,-73.93812926,40.82293296,WEST 147 STREET,ADAM C POWELL BOULEVARD
1306,1,1306,1,0,1,0,2010,48123,-73.89112403,40.84541001,CROTONA AVENUE,EAST TREMONT AVENUE
1307,1,1307,1,1,0,0,2010,50491,-73.83977209,40.71958413,QUEENS BOULEVARD,ASCAN AVENUE
1308,1,1308,1,1,0,0,2010,25642,-73.92983548,40.63275641,AVENUE H,KINGS HIGHWAY
1309,1,1309,1,1,0,0,2010,14757,-73.99489522,40.67079058,2 AVENUE,12 STREET
1310,1,1310,1,1,0,0,2010,36906,-73.76525729,40.67027851,142 AVENUE,FARMERS BOULEVARD
1311,1,1311,1,0,0,1,2010,26338,-73.92415715,40.64818951,EAST 56 STREET,KINGS HIGHWAY
1312,1,1312,1,1,0,0,2010,34974,-73.812084,40.69530274,97 AVENUE,VAN WYCK EXPRESSWAY SR EAST
1313,1,1313,1,0,0,1,2010,19342,-73.96807787,40.68945227,DEKALB AVENUE,CLINTON AVENUE
1314,1,1314,1,1,0,0,2010,20772,-73.9869497,40.720983,STANTON STREET,ESSEX STREET
1315,1,1315,1,1,0,0,2010,44592,-73.91678983,40.85487288,WEST BURNSIDE AVENUE,SEDGWICK AVENUE
1316,1,1316,1,1,0,0,2010,48677,-73.90235805,40.86869612,WEST KINGSBRIDGE ROAD,WEBB AVENUE
1317,1,1317,1,1,0,0,2010,33935,-73.81922459,40.67613341,LEFFERTS BOULEVARD,ROCKAWAY BOULEVARD
1318,1,1318,1,1,0,0,2010,13316,-74.00655432,40.62803972,11 AVENUE,66 STREET
1319,1,1319,1,1,0,0,2010,14143,-73.99211971,40.63502546,49 STREET,13 AVENUE
1320,1,1320,1,1,0,0,2010,28991,-73.8824124,40.64844056,PENNSYLVANIA AVENUE,TWIN PINES DRIVE
1321,1,1321,1,0,0,1,2010,26542,-73.9122903,40.64140973,FARRAGUT ROAD,EAST 86 STREET
1322,1,1322,1,0,0,1,2010,34149,-73.80752649,40.67086684,131 AVENUE,131 STREET
1323,1,1323,1,1,0,0,2010,27239,-73.90892035,40.66255461,LIVONIA AVENUE,ROCKAWAY AVENUE
1324,1,1324,1,1,0,0,2010,18854,-73.95856773,40.67904782,PACIFIC STREET,CLASSON AVENUE
1325,1,1325,1,1,0,0,2010,2474,-74.16910122,40.52656638,LIPSETT AVENUE,HYLAN BOULEVARD
1326,1,1326,1,1,0,0,2010,52073,-73.85726964,40.81777017,WHITE PLAINS ROAD,RANDALL AVENUE
1327,1,1327,1,1,0,0,2010,23413,-73.96892783,40.79092729,COLUMBUS AVENUE,WEST 93 STREET
1328,1,1328,1,1,0,0,2010,53844,-73.84725145,40.87098705,EAST GUN HILL ROAD,FISH AVENUE
1329,1,1329,1,1,0,0,2010,35153,-73.80692931,40.71364271,84 ROAD,PARSONS BOULEVARD
1330,1,1330,1,1,0,0,2010,22209,-73.95065875,40.72899572,MC GUINNESS BOULEVARD,CALYER STREET
1331,1,1331,1,0,0,1,2010,15035,-73.98482931,40.68692929,ATLANTIC AVENUE,BOND STREET
1332,1,1332,1,0,1,0,2010,30040,-73.90115753,40.71462232,ELIOT AVENUE,FRESH POND ROAD
1333,1,1333,1,1,0,0,2010,2642,-74.1662921,40.54732655,RICHMOND AVENUE,BARTLETT AVENUE
1334,1,1334,1,1,0,0,2010,16245,-73.96327833,40.57721254,BRIGHTON BEACH AVENUE,BRIGHTON 4 STREET
1335,1,1335,1,1,0,0,2010,13302,-74.00742667,40.62030364,BAY RIDGE PARKWAY,13 AVENUE
1336,1,1336,1,0,0,1,2010,45728,-73.88504359,40.71714356,JUNIPER BOULEVARD SOUTH,70 STREET
1337,1,1337,1,1,0,0,2010,29987,-73.90069777,40.70176961,69 AVENUE,FOREST AVENUE
1338,1,1338,1,1,0,0,2010,47319,-73.89621352,40.81631897,SOUTHERN BOULEVARD,LONGWOOD AVENUE
1339,1,1339,1,0,0,1,2010,19607,-73.95886064,40.709551,HAVEMEYER STREET,WILLIAMSBURG BRIDGE ET S 5 ST
1340,1,1340,1,1,0,0,2010,50216,-73.85030407,40.73429598,108 STREET,63 ROAD
1341,1,1341,1,0,1,0,2010,27701,-73.92826744,40.71053323,VARICK AVENUE,MESEROLE STREET
1342,1,1342,1,1,0,0,2010,17223,-73.978784,40.62332272,53 STREET,20 AVENUE
1343,1,1343,1,1,0,0,2010,33885,-73.82417329,40.68623406,LEFFERTS BOULEVARD,LIBERTY AVENUE
1344,1,1344,1,0,1,0,2010,20767,-73.98901118,40.71879553,DELANCEY STREET,LUDLOW STREET
1345,1,1345,1,1,0,0,2010,49462,-73.89776669,40.89050939,BROADWAY,MANHATTAN COLLEGE PARKWAY
1346,1,1346,1,0,0,1,2010,53138,-73.84496954,40.85009703,EASTCHESTER ROAD,SACKETT AVENUE
1347,1,1347,1,1,0,0,2010,43879,-73.92237223,40.83610874,EDWARD L GRANT HIGHWAY,EAST 167 STREET
1348,1,1348,1,1,0,0,2010,49295,-73.87159658,40.87864614,EAST GUN HILL ROAD,WEBSTER AVENUE
1349,1,1349,1,0,0,1,2010,16413,-73.97428505,40.58870895,BOUCK COURT,SHELL ROAD
1350,1,1350,1,1,0,0,2010,23700,-73.95033856,40.77556321,1 AVENUE,EAST 84 STREET
1351,1,1351,1,0,1,0,2010,36232,-73.79386718,40.66747246,INWOOD STREET,135 AVENUE
1352,1,1352,1,1,0,0,2010,54540,-73.84365504,40.89290633,EDENWALD AVENUE,BAYCHESTER AVENUE
1353,1,1353,1,0,0,1,2010,11295,-74.07617949,40.6365618,BAY STREET,MINTHORNE STREET
1354,1,1354,1,1,0,0,2010,16955,-73.95098554,40.58198879,SHORE BOULEVARD,COLERIDGE STREET
1355,1,1355,1,1,0,0,2010,22811,-73.96292449,40.75830899,1 AVENUE,EAST 57 STREET
1356,1,1356,1,1,0,0,2010,17338,-73.97137851,40.61160239,EAST 3 STREET,AVENUE O
1357,1,1357,1,1,0,0,2010,36100,-73.76796353,40.66034844,147 AVENUE,GUY R BREWER BOULEVARD
1358,1,1358,1,0,0,1,2010,53486,-73.86497511,40.87492985,HOLLAND AVENUE,MAGENTA STREET
1359,1,1359,1,1,0,0,2010,29303,-73.89685197,40.67573639,ATLANTIC AVENUE,PENNSYLVANIA AVENUE
1360,1,1360,1,1,0,0,2010,50212,-73.8525219,40.73361851,YELLOWSTONE BOULEVARD,63 ROAD
1361,1,1361,1,1,0,0,2010,13734,-73.98018152,40.61063401,WEST 6 STREET,AVENUE O
1362,1,1362,1,1,0,0,2010,1418,-74.20096456,40.52541277,SEGUINE AVENUE,WATERBURY AVENUE
1363,1,1363,1,0,0,1,2010,19100,-73.97782679,40.69343814,ST EDWARDS STREET,MYRTLE AVENUE
1364,1,1364,1,1,0,0,2010,42540,-73.93357645,40.80275218,2 AVENUE,EAST 125 STREET
1365,1,1365,1,0,0,1,2010,21628,-73.98771124,40.77537317,WEST 65 STREET,WEST END AVENUE
1366,1,1366,1,1,0,0,2010,59813,-73.77114854,40.75986701,212 STREET,NORTHERN BOULEVARD
1367,1,1367,1,1,0,0,2010,27674,-73.92764384,40.70409174,KNICKERBOCKER AVENUE,MELROSE STREET
1368,1,1368,1,1,0,0,2010,11211,-74.08130714,40.64074192,HENDRICKS AVENUE,SHERMAN AVENUE
1369,1,1369,1,1,0,0,2010,41560,-73.93169177,40.76522374,21 STREET,BROADWAY
1370,1,1370,1,0,0,1,2010,62296,-73.72792005,40.75465688,64 AVENUE,MARATHON PARKWAY
1371,1,1371,1,1,0,0,2010,13680,-73.98585983,40.61652192,65 STREET,20 AVENUE
1372,1,1372,1,1,0,0,2010,23353,-73.97456516,40.79084159,BROADWAY,WEST 90 STREET
1373,1,1373,1,0,0,1,2010,60801,-73.79248791,40.85594699,CITY IS BRIDGE,CITY ISLAND AVENUE
1374,1,1374,1,1,0,0,2010,11897,-74.01726142,40.62526924,76 STREET,FT HAMILTON PARKWAY
1375,1,1375,1,1,0,0,2010,6994,-74.13448718,40.64028544,RICHMOND TERRACE,NORTH STREET
1376,1,1376,1,1,0,0,2010,18859,-73.95858567,40.68174248,FULTON STREET,CLASSON AVENUE
1377,1,1377,1,1,0,0,2010,8567,-74.11694082,40.61215532,WINDSOR ROAD,SLOSSON AVENUE
1378,1,1378,1,0,0,1,2010,31892,-73.8407028,40.66252295,CROSS BAY BOULEVARD,157 AVENUE
1379,1,1379,1,1,0,0,2010,42071,-73.93777473,40.79700275,2 AVENUE,EAST 116 STREET
1380,1,1380,1,1,0,0,2010,53847,-73.84640766,40.8705543,EAST GUN HILL ROAD,SEXTON PLACE
1381,1,1381,1,1,0,0,2010,28044,-73.90843233,40.70324949,SENECA AVENUE,GATES AVENUE
1382,1,1382,1,1,0,0,2010,16607,-73.96514385,40.59110192,OCEAN PARKWAY,AVENUE X
1383,1,1383,1,0,0,1,2010,46833,-73.87555643,40.74851361,91 STREET,ROOSEVELT AVENUE
1384,1,1384,1,1,0,0,2010,52301,-73.84289859,40.82408306,LAFAYETTE AVENUE,ZEREGA AVENUE
1385,1,1385,1,1,0,0,2010,61585,-73.72732827,40.72341196,JAMAICA AVENUE,240 STREET
1386,1,1386,1,1,0,0,2010,23585,-73.9554073,40.77686848,EAST 83 STREET,3 AVENUE
1387,1,1387,1,1,0,0,2010,52449,-73.86785993,40.84886493,SAGAMORE STREET,AMETHYST STREET
1388,1,1388,1,0,0,1,2010,1658,-74.20699885,40.55756749,WEST SERVICE ROAD,ARTHUR KILL ROAD
1389,1,1389,1,1,0,0,2010,42863,-73.92731653,40.81855963,GRAND CONCOURSE,EAST 149 STREET
1390,1,1390,1,1,0,0,2010,16263,-73.95963299,40.57799332,BRIGHTON BEACH AVENUE,CONEY ISLAND AVENUE
1391,1,1391,1,1,0,0,2010,14158,-73.99049634,40.64316444,FT HAMILTON PARKWAY,39 STREET
1392,1,1392,1,0,0,1,2010,37670,-73.77357135,40.7151201,HILLSIDE AVENUE,188 STREET
1393,1,1393,1,0,1,0,2010,53470,-73.86706607,40.87432469,WHITE PLAINS ROAD,BARTHOLDI STREET
1394,1,1394,1,1,0,0,2010,23578,-73.95505482,40.77333685,2 AVENUE,EAST 79 STREET
1395,1,1395,1,1,0,0,2010,24209,-73.94690005,40.80583888,LENOX AVENUE,WEST 122 STREET
1396,1,1396,1,1,0,0,2010,10670,-74.07695605,40.62016056,VANDERBILT AVENUE,TOMPKINS AVENUE
1397,1,1397,1,1,0,0,2010,18221,-73.96001601,40.64485313,OCEAN AVENUE,BEVERLY ROAD
1398,1,1398,1,1,0,0,2010,15695,-73.99644452,40.71019832,CHERRY STREET,CATHERINE SLIP
1399,1,1399,1,0,0,1,2010,31495,-73.85825154,40.67413561,78 STREET,NORTH CONDUIT AVENUE
1400,1,1400,1,0,0,1,2010,17677,-73.95359889,40.61094987,OCEAN AVENUE,AVENUE P
1401,1,1401,1,0,0,1,2010,26530,-73.91327777,40.63550838,FLATLANDS AVENUE,EAST 80 STREET
1402,1,1402,1,0,1,0,2010,46765,-73.87873233,40.75033416,37 AVENUE,88 STREET
1403,1,1403,1,1,0,0,2010,52803,-73.85385321,40.84918451,LURTING AVENUE,MORRIS PARK AVENUE
1404,1,1404,1,1,0,0,2010,17327,-73.97241482,40.63299383,OCEAN PARKWAY,18 AVENUE
1405,1,1405,1,1,0,0,2010,37450,-73.77789337,40.68991769,MERRICK BOULEVARD,115 AVENUE
1406,1,1406,1,1,0,0,2010,13238,-74.0087604,40.61557582,14 AVENUE,81 STREET
1407,1,1407,1,0,1,0,2010,29556,-73.88409911,40.66138407,LINDEN BOULEVARD,SCHENCK AVENUE
1408,1,1408,1,1,0,0,2010,15922,-73.98997167,40.71264634,RUTGERS STREET,MADISON STREET
1409,1,1409,1,1,0,0,2010,48043,-73.89410151,40.8421903,CROTONA AVENUE,CROTONA PARK NORTH
1410,1,1410,1,1,0,0,2010,16244,-73.9641909,40.57701786,BRIGHTON BEACH AVENUE,BRIGHTON 3 STREET
1411,1,1411,1,0,0,1,2010,43077,-73.91495494,40.81493647,BROOK AVENUE,EAST 149 STREET
1412,1,1412,1,0,0,1,2010,44656,-73.91409037,40.87119463,BROADWAY,WEST 218 STREET
1413,1,1413,1,1,0,0,2010,61272,-73.74654075,40.73577838,SPRINGFIELD BOULEVARD,UNION TURNPIKE
1414,1,1414,1,1,0,0,2010,44381,-73.93204295,40.85784097,BROADWAY,WEST 192 STREET
1415,1,1415,1,1,0,0,2010,61069,-73.75829328,40.74084046,73 AVENUE,BELL BOULEVARD
1416,1,1416,1,1,0,0,2010,18393,-73.94944978,40.63450748,FLATBUSH AVENUE,GLENWOOD ROAD
1417,1,1417,1,0,1,0,2010,55507,-73.8294693,40.75819354,MAIN STREET,41 AVENUE
1418,1,1418,1,1,0,0,2010,13243,-74.00921773,40.61858224,78 STREET,13 AVENUE
1419,1,1419,1,1,0,0,2010,24904,-73.93883676,40.58967043,AVENUE Z,HARING STREET
1420,1,1420,1,1,0,0,2010,15257,-74.00998739,40.70980567,BROADWAY,CORTLANDT STREET
1421,1,1421,1,0,0,1,2010,26975,-73.92263211,40.66837321,RALPH AVENUE,EASTERN PARKWAY
1422,1,1422,1,0,0,1,2010,53818,-73.84645854,40.85863637,SEYMOUR AVENUE,PELHAM PARKWAY NORTH
1423,1,1423,1,1,0,0,2010,17678,-73.9531916,40.60880774,OCEAN AVENUE,QUENTIN ROAD
1424,1,1424,1,0,1,0,2010,22581,-73.97350256,40.75206493,EAST 44 STREET,3 AVENUE
1425,1,1425,1,0,0,1,2010,41163,-73.91384828,40.72289841,RUST STREET,MASPETH AVENUE
1426,1,1426,1,0,1,0,2010,19462,-73.96444793,40.6955951,GRAND AVENUE,PARK AVENUE
1427,1,1427,1,0,1,0,2010,18746,-73.96551043,40.68134402,ATLANTIC AVENUE,WAVERLY AVENUE
1428,1,1428,1,0,0,1,2010,19465,-73.96355834,40.69584597,STEUBEN STREET,PARK AVENUE
1429,1,1429,2,0,0,2,2010,25528,-73.93534816,40.61558456,EAST 38 STREET,QUENTIN ROAD
1430,1,1430,1,0,0,1,2010,42941,-73.92275882,40.81738828,MORRIS AVENUE,EAST 149 STREET
1431,1,1431,1,0,1,0,2010,26722,-73.94137664,40.67800823,ATLANTIC AVENUE,KINGSTON AVENUE
1432,1,1432,1,1,0,0,2010,49697,-73.90321502,40.9101289,RIVERDALE AVENUE,WEST 261 STREET
1433,1,1433,1,0,0,1,2010,40876,-73.92667184,40.7364633,39 PLACE,51 AVENUE
1434,1,1434,1,1,0,0,2010,56531,-73.81005433,40.78676037,CLINTONVILLE STREET,CROSS ISLAND PARKWAY
1435,1,1435,1,1,0,0,2010,17651,-73.95729933,40.6305121,OCEAN AVENUE,AVENUE H
1436,1,1436,1,0,1,0,2010,48822,-73.89321521,40.85987421,WEBSTER AVENUE,EAST 188 STREET
1437,1,1437,1,0,0,1,2010,52015,-73.86162459,40.82382655,LELAND AVENUE,STORY AVENUE
1438,1,1438,1,1,0,0,2010,17552,-73.96096344,40.61790586,EAST 14 STREET,AVENUE M
1439,1,1439,1,1,0,0,2010,16324,-73.94629079,40.57760822,FALMOUTH STREET,ORIENTAL BOULEVARD
1440,1,1440,1,1,0,0,2010,22500,-73.97604825,40.75144139,EAST 42 STREET,LEXINGTON AVENUE
1441,1,1441,1,1,0,0,2010,21725,-73.98207931,40.7779298,WEST 71 STREET,BROADWAY
1442,1,1442,1,0,0,1,2010,26197,-73.92935451,40.64213432,UTICA AVENUE,AVENUE D
1443,1,1443,1,1,0,0,2010,9509,-74.09475225,40.64076984,HENDERSON AVENUE,LAFAYETTE AVENUE
1444,1,1444,1,1,0,0,2010,14670,-73.99872819,40.67648871,NELSON STREET,COURT STREET
1445,1,1445,1,1,0,0,2010,3912,-74.16040113,40.60980683,MORANI STREET,RICHMOND AVENUE
1446,1,1446,1,1,0,0,2010,27963,-73.91364441,40.70279893,BLEECKER STREET,ST NICHOLAS AVENUE
1447,1,1447,1,0,0,1,2010,59190,-73.79241576,40.74677487,UTOPIA PARKWAY,UNDERHILL AVENUE
1448,1,1448,1,0,0,1,2010,13682,-73.98366721,40.61518538,65 STREET,21 AVENUE
1449,1,1449,1,1,0,0,2010,26509,-73.91757589,40.65431417,LINDEN BOULEVARD,CHURCH AVENUE
1450,1,1450,1,1,0,0,2010,59646,-73.77647488,40.7492446,53 AVENUE,202 STREET
1451,1,1451,1,0,0,1,2010,44200,-73.91315075,40.846577,CLIFFORD PLACE,JEROME AVENUE
1452,1,1452,1,0,0,1,2010,19517,-73.96446261,40.71245949,SOUTH 4 STREET,BERRY STREET
1453,1,1453,1,1,0,0,2010,37139,-73.79300722,40.71154947,CEDARCROFT ROAD,HOMELAWN STREET
1454,1,1454,1,1,0,0,2010,22755,-73.96612747,40.7621793,EAST 60 STREET,3 AVENUE
1455,1,1455,1,0,0,1,2010,3667,-74.17917478,40.60786553,TELEPORT DRIVE,SOUTH AVENUE
1456,1,1456,1,0,0,1,2010,17617,-73.95670471,40.61061188,AVENUE P,EAST 17 STREET
1457,1,1457,1,1,0,0,2010,21730,-73.98205597,40.77879317,BROADWAY,WEST 72 STREET
1458,1,1458,1,1,0,0,2010,15017,-73.98542921,40.67834383,UNION STREET,3 AVENUE
1459,1,1459,1,1,0,0,2010,58708,-73.78655585,40.7274415,182 STREET,UNION TURNPIKE
1460,1,1460,1,1,0,0,2010,61093,-73.75322664,40.72128365,211 STREET,89 ROAD
1461,1,1461,1,1,0,0,2010,32492,-73.85216496,40.69366136,JAMAICA AVENUE,WOODHAVEN BOULEVARD
1462,1,1462,1,1,0,0,2010,40356,-73.73117061,40.71211675,223 STREET,HEMPSTEAD AVENUE
1463,1,1463,1,1,0,0,2010,53937,-73.84428231,40.87693191,TILLOTSON AVENUE,KINGSLAND AVENUE
1464,1,1464,1,1,0,0,2010,46606,-73.88886955,40.74339932,WOODSIDE AVENUE,76 STREET
1465,1,1465,1,1,0,0,2010,47389,-73.89490479,40.82098752,EAST 163 STREET,TIFFANY STREET
1466,1,1466,1,1,0,0,2010,43350,-73.94168877,40.8384258,BROADWAY,WEST 164 STREET
1467,1,1467,1,0,1,0,2010,42478,-73.93814458,40.80050973,EAST 120 STREET,3 AVENUE
1468,1,1468,1,1,0,0,2010,21002,-73.98090534,40.73788616,2 AVENUE,EAST 23 STREET
1469,1,1469,1,0,0,1,2010,38800,-73.75783082,40.66321713,145 ROAD,221 STREET
1470,1,1470,1,1,0,0,2010,20770,-73.98820174,40.71855568,DELANCEY STREET,ESSEX STREET
1471,1,1471,1,0,1,0,2010,27808,-73.92065677,40.69092753,GATES AVENUE,BUSHWICK AVENUE
1472,1,1472,1,1,0,0,2010,19090,-73.94432826,40.6854383,MADISON STREET,TOMPKINS AVENUE
1473,1,1473,1,1,0,0,2010,21499,-73.979959,40.7432052,EAST 30 STREET,3 AVENUE
1474,1,1474,1,1,0,0,2010,32378,-73.85975933,40.71184506,METROPOLITAN AVENUE,WOODHAVEN BOULEVARD
1475,1,1475,1,1,0,0,2010,8767,-74.10929927,40.6300402,PELTON AVENUE,FOREST AVENUE
1476,1,1476,1,0,0,1,2010,14744,-73.9945434,40.66725341,16 STREET,3 AVENUE
1477,1,1477,1,0,0,1,2010,15038,-73.98309138,40.68545114,NEVINS STREET,PACIFIC STREET
1478,1,1478,1,0,0,1,2009,9884,-74.0784476,40.59848561,KENSINGTON AVENUE,STEUBEN STREET
1479,1,1479,1,1,0,0,2009,15180,-74.01482433,40.70982337,ALBANY STREET,WEST STREET
1480,1,1480,1,1,0,0,2009,21041,-74.00808551,40.74610997,11 AVENUE,WEST 19 STREET
1481,1,1481,1,1,0,0,2009,12773,-73.99931921,40.59664075,BELT PARKWAY WB BAY PARKWAY EN,SHORE PARKWAY
1482,1,1482,1,1,0,0,2009,20569,-73.99605873,40.71623164,BOWERY,MANHATTAN BR APPROACH
1483,1,1483,2,0,0,2,2009,21576,-73.99454738,40.77074224,12 AVENUE,JOE DIMAGGIO HIGHWAY
1484,1,1484,1,1,0,0,2009,21559,-73.97996377,40.7689092,WEST DRIVE,C P 8 AVENUE APPROACH
1485,1,1485,1,0,1,0,2009,17295,-73.97529586,40.62091336,MC DONALD AVENUE,BAY PARKWAY
1486,1,1486,1,1,0,0,2009,16214,-73.96853234,40.57630503,BRIGHTON BEACH AVENUE,OCEAN PARKWAY
1487,1,1487,1,1,0,0,2009,43069,-73.91768627,40.81608124,MELROSE AVENUE,EAST 149 STREET
1488,1,1488,1,0,0,1,2009,27198,-73.91369606,40.67649567,THOMAS S BOYLAND STREET,ATLANTIC AVENUE
1489,1,1489,1,0,0,1,2009,48606,-73.90669985,40.87339676,WEST KINGSBRIDGE ROAD,EXTERIOR STREET
1490,1,1490,1,1,0,0,2009,49758,-73.86929271,40.72443593,63 AVENUE,WOODHAVEN BOULEVARD
1491,1,1491,1,1,0,0,2009,52684,-73.85942693,40.83775173,UNIONPORT ROAD,METROPOLITAN OVAL
1492,1,1492,1,1,0,0,2009,53910,-73.84459189,40.86984769,KNAPP STREET,FENTON AVENUE
1493,1,1493,1,1,0,0,2009,50616,-73.8366722,40.73493007,MEADOW LAKE DRIVE,VAN WYCK EXPRESSWAY EXIT 11 SB
1494,1,1494,1,0,0,1,2009,34191,-73.80708691,40.68454155,VAN WYCK EXPRESSWAY SR WEST,LINCOLN STREET
1495,1,1495,1,1,0,0,2009,42402,-73.90890276,40.77486146,DITMARS BOULEVARD,35 STREET
1496,1,1496,1,1,0,0,2009,22766,-73.96590034,40.76535728,EAST 64 STREET,LEXINGTON AVENUE
1497,1,1497,2,2,0,0,2009,43961,-73.92046112,40.83091482,EAST 165 STREET,GRAND CONCOURSE
1498,1,1498,1,1,0,0,2009,49495,-73.89687845,40.90104058,HENRY HUDSON PKWY ET 23 S SB,BROADWAY
1499,1,1499,1,1,0,0,2009,53885,-73.84300297,40.85950197,EASTCHESTER ROAD,ASTOR AVENUE
1500,1,1500,1,1,0,0,2009,9853,-74.07780237,40.57925021,SEAVIEW AVENUE,FR CAPODANNO BOULEVARD
1501,1,1501,1,0,0,1,2009,59539,-73.78009357,40.7525075,FRANCIS LEWIS BOULEVARD,WEEKS LANE
